year,state,lga,fvi_score,annual_rainfall_mm,population_exposed_thousands
2021,Jigawa,Roni,1.79,895,13
2021,Jigawa,Yankwashi,9.29,800,10
2021,Jigawa,Guri,5.93,824,7
2021,Kaduna,Giwa,1.62,763,14
2021,Kaduna,Soba,4.1,942,11
2021,Kaduna,Ikara,8.48,941,15
2021,Kaduna,Jema'a,4.29,851,13
2021,Kaduna,Kaura,2,634,11
2021,Kaduna,Kubau,5.47,726,12
2021,Kaduna,Kudan,2.79,696,15
2021,Kaduna,Kachia,6.81,627,5
2021,Kaduna,Birnin-Gwari,7.95,742,11
2021,Kaduna,Kaduna South,7.64,615,6
2021,Kaduna,Chikun,2.92,629,15
2021,Kaduna,Igabi,7.18,686,10
2021,Kaduna,Kaduna North,1.11,648,13
2021,Kaduna,Lere,3.42,758,11
2021,Kaduna,Kajuru,6.02,749,14
2021,Kaduna,Markafi,3.78,717,9
2021,Kaduna,Kauru,9.2,790,12
2021,Kaduna,Kagarko,7.64,702,12
2021,Kaduna,Sabon-Gari,8.25,685,13
2021,Kaduna,Sanga,1.56,708,14
2021,Kaduna,Jaba,5.14,664,12
2021,Kaduna,Zango-Kataf,7.85,640,11
2021,Kaduna,Zaria,1.87,793,13
2021,Kano,Dawakin Tofa,1.59,800,14
2021,Kano,Doguwa,6.15,617,11
2021,Kano,Dala,1.79,644,14
2021,Kano,Makoda,6.26,799,13
2021,Kano,Fagge,4.64,712,8
2021,Kano,Gabasawa,3.48,653,15
2021,Kano,Kunchi,8.55,817,12
2021,Kano,Garko,4.46,807,6
2021,Kano,Nasarawa,3.3,797,15
2021,Kano,Garum Mallam,3.68,683,10
2021,Kano,Ungogo,8.05,647,6
2021,Kano,Kibiya,6,786,8
2021,Kano,Kura,6.93,762,12
2021,Kano,Gaya,2.7,664,7
2021,Kano,Kiru,4.26,705,10
2021,Kano,Gezawa,5.44,974,24
2021,Kano,Ajingi,9.9,1025,10
2021,Kano,Madobi,4.02,956,29
2021,Kano,Tudun Wada,7.94,905,17
2021,Kano,Tsanyawa,5.96,878,14
2021,Kano,Tofa,1.27,1157,13
2021,Kano,Albasu,9.78,1071,15
2021,Kano,Kabo,2.89,1013,16
2021,Kano,Minjibir,5.5,988,16
2021,Kano,Tarauni,4.74,1008,10
2021,Kano,Takai,2.59,1061,17
2021,Kano,Sumaila,7.12,946,13
2021,Kano,Kumbotso,1.69,980,22
2021,Kano,Shanono,6.23,1029,23
2021,Kano,Warawa,5.07,1025,19
2021,Kano,Bagwai,1.25,1150,14
2021,Kano,Bebeji,9.51,906,22
2021,Kano,Bichi,6.93,879,25
2021,Kano,Rogo,2.09,1017,16
2021,Kano,Wudil,4.76,1016,25
2021,Kano,Rimin Gado,8.48,948,25
2021,Kano,Rano,9.89,1227,34
2021,Kano,Gwale,7.95,1418,22
2021,Kano,Bunkure,6.29,1200,21
2021,Kano,Gwarzo,3.06,1199,36
2021,Kano,Dambatta,6.15,1393,15
2021,Kano,Dawakin Kudu,9.83,1564,36
2021,Kano,Kano Municipal,2.39,1398,43
2021,Kano,Karaye,8.51,1318,16
2021,Katsina,Dutsi,8.57,1202,21
2021,Katsina,Malumfashi,3.03,1590,32
2021,Katsina,Rimi,7.66,1459,42
2021,Katsina,Kurfi,3.38,1398,37
2021,Katsina,Daura,1.93,1525,41
2021,Katsina,Danja,4.4,1293,33
2021,Katsina,Dandume,6.47,1392,27
2021,Katsina,Katsina,5.51,1224,28
2021,Katsina,Safana,2.11,1471,23
2021,Katsina,Sabuwa,4.02,1307,18
2021,Katsina,Kusada,4.28,1555,35
2021,Katsina,Dan Musa,6.11,1395,22
2021,Katsina,Bindawa,9.45,1551,43
2021,Katsina,Batagarawa,5.17,1007,25
2021,Katsina,Charanchi,1.61,1105,16
2021,Katsina,Mai'adua,4.93,1002,31
2021,Katsina,Musawa,2.58,1271,17
2021,Katsina,Ingawa,5.22,1133,22
2021,Katsina,Jibia,9.9,1306,12
2021,Katsina,Baure,6.7,1080,24
2021,Katsina,Sandamu,2.92,1340,13
2021,Katsina,Bakori,5.98,1135,14
2021,Katsina,Batsari,7.54,1113,14
2021,Katsina,Matazu,4.56,1172,17
2021,Katsina,Dutsin-Ma,1.7,1205,19
2021,Katsina,Kafur,9.91,1180,27
2021,Katsina,Faskari,8.3,1293,13
2021,Katsina,Mashi,8.72,1260,16
2021,Katsina,Kankia,6.11,1005,18
2021,Katsina,Kaita,8.25,1841,49
2021,Katsina,Funtua,4.05,1911,67
2021,Katsina,Kankara,6.71,1940,42
2021,Katsina,Zango,8.41,1726,62
2021,Katsina,Mani,9.8,1649,35
2021,Kebbi,Dandi,9.99,1837,38
2021,Kebbi,Jega,1.12,2130,57
2021,Kebbi,Bunza,5.78,1973,77
2021,Kebbi,Ngaski,4.39,1847,51
2021,Kebbi,Birnin Kebbi,4.6,1672,50
2021,Kebbi,Fakai,4.56,2036,79
2021,Kebbi,Koko/Besse,5.94,1870,30
2021,Kebbi,Aleiro,8.27,1668,73
2021,Kebbi,Zuru,8.06,1731,52
2021,Kebbi,Sakaba,4.69,1906,72
2021,Kebbi,Gwandu,2.1,1725,36
2021,Kebbi,Augie,8.8,1905,69
2021,Kebbi,Argungu,8.8,1888,63
2021,Kebbi,Kalgo,1.77,1739,63
2021,Kebbi,Wasagu/Danko,2.56,2036,45
2021,Kebbi,Arewa-Dandi,3.84,1297,29
2021,Kebbi,Suru,7.45,1238,36
2021,Kebbi,Maiyama,9.34,1231,37
2021,Kebbi,Bagudo,8.44,1406,32
2021,Kebbi,Shanga,6.36,1409,26
2021,Kebbi,Yauri,6.14,1114,32
2021,Kogi,Ajaokuta,6.23,1443,16
2021,Kogi,Ankpa,1.31,1219,27
2021,Kogi,Dekina,3.72,1414,22
2021,Kogi,Ibaji,1.49,1429,22
2021,Kogi,Idah,8.58,1275,19
2021,Kogi,Kogi,8.94,1108,29
2021,Kogi,Bassa,7.12,1301,19
2021,Kogi,Yagba East,6.93,1370,34
2021,Kogi,Yagba West,5.26,1250,25
2021,Kogi,Lokoja,7.86,1292,37
2021,Kogi,Mopa-Muro,3.06,1117,25
2021,Kogi,Ofu,7.5,1299,19
2021,Kogi,Ogori/Magongo,4.64,1078,31
2021,Kogi,Okehi,7.8,1347,30
2021,Kogi,Okene,9.31,1172,18
2021,Kogi,Olamabolo,2.54,1337,28
2021,Kogi,Omala,6.54,1053,27
2021,Kogi,Igalamela-Odolu,3.84,1063,34
2021,Kogi,Kabba/Bunu,8.47,1051,27
2021,Kogi,Ijumu,4.31,1256,15
2021,Kogi,Adavi,5.22,1067,37
2021,Kwara,Ekiti,2.4,1334,18
2021,Kwara,Edu,2.62,1324,27
2021,Kwara,Offa,4.49,1372,13
2021,Kwara,Ilorin South,5.48,1147,32
2021,Kwara,Pategi,9.68,1323,31
2021,Kwara,Ilorin East,6.98,1202,26
2021,Kwara,Kaiama,3.97,1043,17
2021,Kwara,Ilorin East,8.72,1046,14
2021,Kwara,Ilorin West,2.63,1166,38
2021,Kwara,Baruten,6.29,1106,19
2021,Kwara,Ifelodun,5.72,1309,18
2021,Kwara,Oyun,5.34,1436,13
2021,Kwara,Oke-Ero,5.63,1455,25
2021,Kwara,Moro,4.7,1635,30
2021,Kwara,Ilorin South,6.11,1603,14
2021,Kwara,Isin,7.68,1335,14
2021,Kwara,Irepodun,5.92,1699,21
2021,Kwara,Asa,2.28,1612,19
2021,Lagos,Ikorodu,3.16,1509,26
2021,Lagos,Ajeromi-Ifelodun,3.69,1606,31
2021,Lagos,Ikeja,4.41,1388,15
2021,Lagos,Badagry,1.14,1420,24
2021,Lagos,Alimosho,8.72,1682,30
2021,Lagos,Amuwo-Odofin,6.08,1372,31
2021,Lagos,Eti-Osa,2.56,1591,14
2021,Lagos,Shomolu,5.57,1596,21
2021,Lagos,Apapa,1.45,1549,31
2021,Lagos,Surulere,8.66,1710,14
2021,Lagos,Oshodi-Isolo,1.85,1646,21
2021,Lagos,Agege,1.04,1763,17
2021,Lagos,Kosofe,4.66,1705,21
2021,Lagos,Ifako-Ijaye,7.15,1977,13
2021,Lagos,Lagos Mainland,5.8,1540,16
2021,Lagos,Lagos Island,5.07,1863,28
2021,Lagos,Ibeju/Lekki,1.28,1939,20
2021,Lagos,Mushin,7.22,1689,14
2021,Lagos,Ojo,9.75,1527,27
2021,Lagos,Epe,4.79,1590,31
2021,Lagos,Ibeju/Lekki,6.35,2035,18
2021,Nasarawa,Wamba,7.69,2046,21
2021,Nasarawa,Karu,6.55,1755,14
2021,Nasarawa,Lafia,9.36,1879,31
2021,Nasarawa,Nasarawa-Eggon,3.31,2030,13
2021,Nasarawa,Doma,9.88,1560,15
2021,Nasarawa,Toto,3.71,1706,32
2021,Nasarawa,Nasarawa,5.12,1775,34
2021,Nasarawa,Awe,9.27,1758,20
2021,Nasarawa,Akwanga,3.4,1947,17
2021,Nasarawa,Obi,5.23,1806,17
2021,Nasarawa,Kokona,4.23,1267,6
2021,Nasarawa,Keffi,7.55,1312,13
2021,Nasarawa,Keana,9.54,1512,15
2021,Niger,Edati,4.98,1681,9
2021,Niger,Suleja,8.2,1318,13
2021,Niger,Muya,6.79,1345,6
2021,Niger,Bida,9.86,1429,12
2021,Niger,Mokwa,1.21,1626,16
2021,Niger,Shiroro,3.82,1596,12
2021,Niger,Mariga,5.12,1354,11
2021,Niger,Borgu,8.69,1566,6
2021,Niger,Bosso,6.88,1646,14
2021,Niger,Mashegu,6.53,1436,10
2021,Niger,Gbako,9.73,1362,6
2021,Niger,Lapai,4.23,1557,9
2021,Niger,Agwara,8.66,1369,12
2021,Niger,Chanchaga,4.43,1492,7
2021,Niger,Agaie,5.05,1622,7
2021,Niger,Tafa,4.29,1501,14
2021,Niger,Lavun,5.21,1294,11
2021,Niger,Gurara,6.22,1391,8
2021,Niger,Kontagora,2.93,1637,13
2021,Niger,Rafi,9.67,1422,6
2021,Niger,Wushishi,3.91,1598,10
2021,Niger,Magama,1.11,1550,7
2021,Niger,Paikoro,8.07,1424,6
2021,Niger,Rijau,2.61,1359,12
2021,Niger,Katcha,1.26,1375,6
2021,Ogun,Remo North,5.13,1268,9
2021,Ogun,Ifo,8.39,1599,15
2021,Ogun,Egbado South,1.57,1218,13
2021,Ogun,Egbado North,6.87,1279,10
2021,Ogun,Ijebu North East,3.27,1218,10
2021,Ogun,Ikenne,5.89,1180,24
2021,Ogun,Ijebu North,7.33,1182,9
2021,Ogun,Ijebu East,1.7,1403,21
2021,Ogun,Ado-Odo/Ota,9.83,1244,15
2021,Ogun,Abeokuta North,8.99,1175,10
2021,Ogun,Abeokuta South,1.06,1448,15
2021,Ogun,Ipokia,4.46,1257,15
2021,Ogun,Obafemi-Owode,4.57,1406,17
2021,Ogun,Imeko-Afon,9.51,1253,19
2021,Ogun,Odeda,9.06,1442,12
2021,Ogun,Ijebu Ode,8.11,1368,17
2021,Ogun,Odogbolu,1.18,1445,16
2021,Ogun,Shagamu,3.56,1309,18
2021,Ogun,Ogun waterside,6.95,1130,17
2021,Ogun,Ewekoro,6.63,1483,14
2021,Ondo,Akoko South West,7.26,1357,15
2021,Ondo,Akoko South East,6.36,1324,13
2021,Ondo,Idanre,6.77,1296,23
2021,Ondo,Ondo East,2.4,1487,9
2021,Ondo,Okitipupa,6.85,1138,16
2021,Ondo,Ondo West,6.7,1445,18
2021,Ondo,Akoko North East,4.18,1292,13
2021,Ondo,Akoko North West,2.09,1461,15
2021,Ondo,Ifedore,3.36,1278,14
2021,Ondo,Irele,1.21,1160,23
2021,Ondo,Ose,3.7,1217,10
2021,Ondo,Ile-Oluji-Okeigbo,1.72,1425,15
2021,Ondo,Akure South,1.45,1213,22
2021,Ondo,Odigbo,8.74,1457,12
2021,Ondo,Ilaje,9.96,1145,23
2021,Ondo,Ese-Odo,8.48,1613,16
2021,Ondo,Akure North,4.27,1438,19
2021,Ondo,Owo,9.53,1303,18
2021,Osun,Boripe,5.3,1413,28
2021,Osun,Ifedayo,3.78,1517,19
2021,Osun,Ifelodun,8.15,1454,12
2021,Osun,Ilesha West,9.15,1632,19
2021,Osun,Ilesha East,5.37,1527,30
2021,Osun,Ejigbo,1.47,1311,21
2021,Osun,Aiyedire,7.37,1635,17
2021,Osun,Aiyedade,9.69,1234,21
2021,Osun,Irewole,9.23,1562,22
2021,Osun,Boluwaduro,7.99,1488,13
2021,Osun,Irepodun,1.29,1372,20
2021,Osun,Ife East,1.17,1599,15
2021,Osun,Ila,5.58,1422,17
2021,Osun,Egbedore,7.48,1498,16
2021,Osun,Ede North,3.46,3840,41
2021,Osun,Ife Central,5.27,3715,46
2021,Osun,Obokun,7.28,3460,52
2021,Osun,Ola-oluwa,6.72,2928,29
2021,Osun,Atakumosa West,1.85,3181,35
2021,Osun,Atakumosa East,9.61,3646,26
2021,Osun,Ede South,4,3254,45
2021,Osun,Ife North,6.27,3783,54
2021,Osun,Iwo,6.41,2961,30
2021,Osun,Orolu,7.93,3224,48
2021,Osun,Isokan,2.96,3133,45
2021,Osun,Odo-Otin,9.02,3436,34
2021,Osun,Ife South,9.65,3205,30
2021,Osun,Oriade,3.48,3804,38
2021,Osun,Osogbo,5.27,3079,41
2021,Osun,Olorunda,7.01,3554,24
2021,Oyo,Saki West,8.52,3692,34
2021,Oyo,Oyo East,6.99,2993,34
2021,Oyo,Oyo West,1.43,3069,43
2021,Oyo,Saki East,8.88,2954,40
2021,Oyo,Atigbo,6.26,2989,27
2021,Oyo,Atiba,6.73,3552,46
2021,Oyo,Akinyele,6.61,3312,22
2021,Oyo,Kajola,6.79,590,12
2021,Oyo,Itesiwaju,5.25,611,20
2021,Oyo,Ido,8.9,717,11
2021,Oyo,Iseyin,4.04,642,9
2021,Oyo,Ibarapa North,6.27,700,17
2021,Oyo,Ibarapa Central,4.13,671,16
2021,Oyo,Ibadan South West,3.2,652,15
2021,Oyo,Ibadan South East,5.6,672,9
2021,Oyo,Afijio,2.66,727,17
2021,Oyo,Ibadan North West,9.58,666,18
2021,Oyo,Ibadan North East,1.47,616,9
2021,Oyo,Ibadan North,1.47,667,7
2021,Oyo,Surulere,9.89,764,7
2021,Oyo,Ibarapa East,6.59,684,15
2021,Oyo,Irepo,8.35,706,11
2021,Oyo,Ogbomosho North,4.95,680,21
2021,Oyo,Ogbomosho South,9.08,668,20
2021,Oyo,Ogo Oluwa,1.08,693,15
2021,Oyo,Lagelu,6.53,741,22
2021,Oyo,Iwajowa,7.87,585,21
2021,Oyo,Olorunsogo,8.37,729,13
2021,Oyo,Oluyole,4.29,748,12
2021,Oyo,Ona-Ara,2.23,631,15
2021,Oyo,Orelope,9.01,1169,15
2021,Oyo,Ori Ire,2.98,1333,27
2021,Oyo,Egbeda,2.43,1231,14
2021,Plateau,Bassa,5.47,1258,17
2021,Plateau,Bokkos,9.9,1064,33
2021,Plateau,Langtang North,9.25,1018,27
2021,Plateau,Qua'an Pan,2.7,1044,16
2021,Plateau,Barikin Ladi,7.57,1096,16
2021,Plateau,Riyom,2.93,1088,17
2021,Plateau,Langtang South,4.25,1150,33
2021,Plateau,Pankshin,8.76,1008,28
2021,Plateau,Wase,4.74,1038,13
2021,Plateau,Kanam,3.98,1323,26
2021,Plateau,Kanke,6.62,1285,23
2021,Plateau,Mangu,5.01,1256,17
2021,Plateau,Jos North,1.99,1248,13
2021,Plateau,Jos East,9.39,630,13
2021,Plateau,Shendam,9.18,628,18
2021,Plateau,Jos South,8.3,606,15
2021,Plateau,Mikang,2.75,473,10
2021,Rivers,Etche,2.84,608,18
2021,Rivers,Andoni,3.91,478,15
2021,Rivers,Port-Harcourt,7.59,590,12
2021,Rivers,Opobo/Nkoro,6.69,610,21
2021,Rivers,Ogu/Bolo,9.91,622,11
2021,Rivers,Khana,5.56,488,8
2021,Rivers,Ogba/Egbema/Ndoni,3.42,498,16
2021,Rivers,Degema,7.34,564,14
2021,Rivers,Emohua,5.82,499,15
2021,Rivers,Asari-Toru,8.24,550,15
2021,Rivers,Bonny,9.83,625,18
2021,Rivers,Obia/Akpor,9.37,609,13
2021,Rivers,Eleme,6.62,511,20
2021,Rivers,Ahoada East,8.67,699,21
2021,Rivers,Gokana,6.93,772,27
2021,Rivers,Oyigbo,5.37,773,12
2021,Rivers,Ahoada West,7.97,725,24
2021,Rivers,Tai,8.34,729,15
2021,Rivers,Okrika,7.56,732,30
2021,Rivers,Ikwerre,7.01,732,17
2021,Rivers,Omumma,9.14,620,26
2021,Rivers,Akuku Toru,5.84,633,15
2021,Rivers,Abua/Odual,5.1,736,13
2021,Sokoto,Yabo,3.33,668,21
2021,Sokoto,Bodinga,9.06,595,32
2021,Sokoto,Kebbe,9.7,700,18
2021,Sokoto,Sabon Birni,9.33,784,26
2021,Sokoto,Binji,8.61,1830,19
2021,Sokoto,Shagari,4.6,1863,36
2021,Sokoto,Silame,3.66,2162,22
2021,Sokoto,Sokoto North,7.95,2029,32
2021,Sokoto,Sokoto South,8.98,2169,15
2021,Sokoto,Gada,8.76,2355,16
2021,Sokoto,Goronyo,5.41,2040,34
2021,Sokoto,Gudu,1.08,1801,30
2021,Sokoto,Tambuwal,2.38,1799,15
2021,Sokoto,Isa,1.58,2345,24
2021,Sokoto,Gwadabawa,8.88,2181,23
2021,Sokoto,Tureta,6.49,2139,18
2021,Sokoto,Tangaza,9.47,1949,37
2021,Sokoto,Dange-Shuni,5.4,2148,27
2021,Sokoto,Illela,1.59,2057,17
2021,Sokoto,Rabah,5.13,2047,36
2021,Sokoto,Wamako,3.96,1978,17
2021,Sokoto,Kware,3.16,862,27
2021,Sokoto,Wurno,4.1,812,11
2021,Taraba,Jalingo,3.95,1041,22
2021,Taraba,Gashaka,7.16,977,29
2021,Taraba,Bali,7.31,802,29
2021,Taraba,Ardo-Kola,7.45,867,26
2021,Taraba,Sardauna,7.42,1062,30
2021,Taraba,Kurmi,6.12,1000,16
2021,Taraba,Karim-Lamido,2.79,827,18
2021,Taraba,Zing,4.4,920,11
2021,Taraba,Gassol,5.21,1003,17
2021,Taraba,Donga,6.51,974,19
2021,Taraba,Ussa,9.53,843,19
2021,Taraba,Wukari,1.26,898,17
2021,Taraba,Yorro,9.54,827,18
2021,Taraba,Takum,5.34,913,26
2021,Taraba,Lau,1.39,806,21
2021,Taraba,Ibi,1.02,867,27
2021,Yobe,Tarmua,6.81,928,12
2021,Yobe,Damaturu,1.2,800,22
2021,Yobe,Bade,3.27,836,14
2021,Yobe,Gulani,6.66,3351,25
2021,Yobe,Nangere,8.62,2881,26
2021,Yobe,Gujba,1.23,3026,25
2021,Yobe,Geidam,7.86,3260,21
2021,Yobe,Machina,1.65,3433,24
2021,Yobe,Nguru,9.9,2771,24
2021,Yobe,Fune,5.73,3189,26
2021,Yobe,Bursari,8.95,3104,29
2021,Yobe,Potiskum,6.77,3267,33
2021,Yobe,Jakusko,5.9,3278,13
2021,Yobe,Fika,1,2973,36
2021,Yobe,Yunusari,2.54,3167,12
2021,Yobe,Yusufari,9.19,2831,28
2021,Yobe,Karasuwa,1.6,3279,32
2021,Yobe,Bade,1.13,2848,30
2021,Zamfara,Bakura,3.35,2673,28
2021,Zamfara,Gusau,4.94,3332,22
2021,Zamfara,Anka,6.32,2868,15
2021,Zamfara,Gummi,7.19,2860,25
2021,Zamfara,Shinkafi,9.79,2883,30
2021,Zamfara,Talata Mafara,4.62,2982,27
2021,Zamfara,Maradun,3.04,3364,20
2021,Zamfara,Birnin Magaji,5.07,3421,29
2021,Zamfara,Bungudu,8.68,3320,35
2021,Zamfara,Tsafe,7.56,2603,27
2021,Zamfara,Gusau,4.66,3315,28
2021,Zamfara,Bukkuyum,7.69,3410,28
2021,Zamfara,Maru,9.74,3281,23
2021,Zamfara,Zurmi,3.59,3166,28
2021,Zamfara,Kaura Namoda,1.21,2874,27
2022,Abia,Aba North,9.88,3323,17
2022,Abia,Aba South,5.08,2243,44
2022,Abia,Ukwa East,2.39,2197,18
2022,Abia,Osisioma Ngwa,8.28,2031,26
2022,Abia,Bende,1.96,2316,19
2022,Abia,Ikwuano,4.98,2106,33
2022,Abia,Isiukwuato,1.68,2360,17
2022,Abia,Ugwunagbo,4.14,1971,44
2022,Abia,Umuahia South,8.72,2049,44
2022,Abia,Umuahia North,4.97,2439,28
2022,Abia,Arochukwu,5.85,2178,39
2022,Abia,Isiala-Ngwa South,8.75,1853,16
2022,Abia,Isiala-Ngwa North,9.97,2038,26
2022,Abia,Obi Ngwa,3.58,2110,18
2022,Abia,Umu-Nneochi,7.42,2333,25
2022,Abia,Ukwa West,9.02,2416,16
2022,Abia,Ohafia,4.53,2134,34
2022,Adamawa,Fufore,6.43,2413,32
2022,Adamawa,Mayo-Belwa,1.33,2218,21
2022,Adamawa,Michika,6.08,2047,47
2022,Adamawa,Shelleng,9.43,2076,39
2022,Adamawa,Demsa,3.02,2447,40
2022,Adamawa,Ganye,2.21,760,17
2022,Adamawa,Guyuk,7.87,788,18
2022,Adamawa,Mubi North,2.43,789,22
2022,Adamawa,Mubi South,5.39,935,15
2022,Adamawa,Girei,7,812,19
2022,Adamawa,Yola North,1.06,921,24
2022,Adamawa,Song,2.9,739,12
2022,Adamawa,Hong,4.35,774,10
2022,Adamawa,Yola South,6.08,730,25
2022,Adamawa,Gombi,5.13,734,25
2022,Adamawa,Jada,4.42,759,23
2022,Adamawa,Maiha,4.41,755,9
2022,Adamawa,Numan,9.05,789,13
2022,Adamawa,Lamurde,3.11,799,14
2022,Adamawa,Madagali,2.28,868,25
2022,Adamawa,Toungo,3.65,921,17
2022,Akwa Ibom,Ibiono Ibom,4.96,870,18
2022,Akwa Ibom,Abak,4.15,956,21
2022,Akwa Ibom,Uyo,3.21,886,13
2022,Akwa Ibom,Urue-Offong/Oruko,2.38,743,21
2022,Akwa Ibom,Uruan,1.46,3488,100
2022,Akwa Ibom,Essien Udim,7.65,3603,129
2022,Akwa Ibom,Mbo,7.92,4113,90
2022,Akwa Ibom,Mbo,6.82,4090,123
2022,Akwa Ibom,Ika,2.45,3947,125
2022,Akwa Ibom,Ukanafun,8.16,3234,110
2022,Akwa Ibom,Udung Uko,9.16,4031,98
2022,Akwa Ibom,Mbo,5.96,3208,93
2022,Akwa Ibom,Etim Ekpo,9.25,1468,41
2022,Akwa Ibom,Etinan,1.14,1354,17
2022,Akwa Ibom,Itu,1.47,1645,44
2022,Akwa Ibom,Ikono,8.5,1611,46
2022,Akwa Ibom,Ikot Abasi,5.82,1553,30
2022,Akwa Ibom,Ikot Ekpene,3.52,1362,31
2022,Akwa Ibom,Oruk Anam,8.85,1485,33
2022,Akwa Ibom,Oron,6.85,1483,34
2022,Akwa Ibom,Onna,9.09,1666,33
2022,Akwa Ibom,Okobo,4.89,1659,34
2022,Akwa Ibom,Eastern Obolo,2.44,1421,21
2022,Akwa Ibom,Eket,2.34,1469,18
2022,Akwa Ibom,Obot Akara,4.21,1632,36
2022,Akwa Ibom,Ini,9.76,1301,37
2022,Akwa Ibom,Nsit Ubium,1.65,1634,35
2022,Akwa Ibom,Nsit Ibom,9.67,1479,30
2022,Akwa Ibom,Nsit Atai,3.72,1299,26
2022,Akwa Ibom,Mkpat Enin,5.79,1516,31
2022,Akwa Ibom,Ibeno,8.14,1437,34
2022,Akwa Ibom,Ibesikpo Asutan,4.89,1571,44
2022,Akwa Ibom,Mbo,5.72,1387,30
2022,Akwa Ibom,Mbo,5.83,1556,18
2022,Akwa Ibom,Esit - Eket,5.54,1644,19
2022,Anambra,Ihiala,4.06,690,15
2022,Anambra,Idemili North,7.56,596,11
2022,Anambra,Idemili South,9.96,604,20
2022,Anambra,Nnewi North,5.27,660,12
2022,Anambra,Aguata,3.69,576,16
2022,Anambra,Njikoka,5.39,521,20
2022,Anambra,Onitsha North,7.08,677,21
2022,Anambra,Ogbaru,4,626,18
2022,Anambra,Anambra West,1.64,608,15
2022,Anambra,Anambra East,1.31,536,8
2022,Anambra,Awka North,9.8,614,9
2022,Anambra,Ekwusigo,5.49,570,20
2022,Anambra,Awka South,2.04,562,18
2022,Anambra,Ayamelum,7.24,690,14
2022,Anambra,Dunukofia,7.59,630,19
2022,Anambra,Anaocha,8.56,635,13
2022,Anambra,Oyi,5.57,604,7
2022,Anambra,Onitsha South,5.24,601,21
2022,Anambra,Orumba North,4.38,535,14
2022,Anambra,Orumba South,1.63,553,15
2022,Anambra,Dunukofia,9.05,559,12
2022,Anambra,Nnewi South,8.42,679,21
2022,Bauchi,Gamawa,8.63,609,9
2022,Bauchi,Ganjuwa,3.4,615,11
2022,Bauchi,Toro,4.4,597,13
2022,Bauchi,Giade,6.91,587,10
2022,Bauchi,Tafawa-Balewa,9.76,562,19
2022,Bauchi,Alkaleri,6.87,3027,41
2022,Bauchi,Misau,9.12,2575,42
2022,Bauchi,Dass,9.38,2339,43
2022,Bauchi,Itas/Gadau,9.39,2554,31
2022,Bauchi,Darazo,1.55,2612,23
2022,Bauchi,Bauchi,6.21,2544,43
2022,Bauchi,Ningi,7.71,2522,32
2022,Bauchi,Kirfi,6.13,2975,28
2022,Bauchi,Katagum,1.54,2576,45
2022,Bauchi,Shira,8.87,2293,16
2022,Bauchi,Jama'are,1.49,2579,39
2022,Bauchi,Zaki,3.93,2574,22
2022,Bauchi,Bogoro,2.24,2462,38
2022,Bauchi,Damban,5.91,3007,35
2022,Bauchi,Warji,2.54,2813,28
2022,Bayelsa,Brass,4.6,2535,18
2022,Bayelsa,Ogbia,5.8,2503,43
2022,Bayelsa,Ekeremor,7.48,2840,34
2022,Bayelsa,Nembe,2.51,3081,48
2022,Bayelsa,Sagbama,1.14,3493,27
2022,Bayelsa,Kolokuma/Opokuma,6.28,3310,19
2022,Bayelsa,Southern Ijaw,4.4,3687,43
2022,Bayelsa,Yenegoa,2.32,3445,35
2022,Benue,Gwer West,2.96,3654,48
2022,Benue,Ukum,9.9,3319,30
2022,Benue,Ushongo,8.3,3214,19
2022,Benue,Guma,8.11,3339,46
2022,Benue,Vandeikya,8.63,3021,21
2022,Benue,Ohimini,7.27,3113,25
2022,Benue,Katsina-Ala,4.6,2768,35
2022,Benue,Konshisha,6.12,2815,19
2022,Benue,Apa,3.75,3103,39
2022,Benue,Kwande,9.29,3299,28
2022,Benue,Ado,8.1,2920,36
2022,Benue,Logo,3.2,3290,50
2022,Benue,Makurdi,9.14,3607,21
2022,Benue,Gboko,5.26,3011,36
2022,Benue,Obi,1.13,3389,46
2022,Benue,Ogbadibo,4.3,2822,31
2022,Benue,Oju,5.69,2923,30
2022,Benue,Agatu,3.74,3087,52
2022,Benue,Buruku,1.17,2970,26
2022,Benue,Okpokwu,9.72,3165,37
2022,Benue,Oturkpo,6.85,1775,26
2022,Benue,Tarka,4.23,1607,22
2022,Benue,Gwer East,7.22,2015,29
2022,Borno,Abadam,1.8,1938,17
2022,Borno,Chibok,8.04,1990,21
2022,Borno,Jere,5.85,1980,37
2022,Borno,Maiduguri,2.19,1695,32
2022,Borno,Kala/Balge,5.39,1518,35
2022,Borno,Askira/Uba,9.73,1996,32
2022,Borno,Marte,2.11,1900,31
2022,Borno,Kaga,5.2,1751,15
2022,Borno,Mobbar,6.47,1925,36
2022,Borno,Bayo,1.32,1592,19
2022,Borno,Monguno,1.56,2314,42
2022,Borno,Ngala,4.23,1830,25
2022,Borno,Nganzai,9.56,2194,38
2022,Borno,Hawul,8.99,2044,36
2022,Borno,Gwoza,5.15,2174,35
2022,Borno,Guzamala,7.54,2270,28
2022,Borno,Shani,2.64,2245,27
2022,Borno,Gubio,8.89,2198,28
2022,Borno,Dikwa,9.31,2385,23
2022,Borno,Kwaya Kusar,2.75,2194,22
2022,Borno,Damboa,1.85,1948,22
2022,Borno,Kukawa,6.53,1934,20
2022,Borno,Konduga,2.9,2228,16
2022,Borno,Mafa,2.32,2072,43
