year,state,lga,fvi_score,annual_rainfall_mm,population_exposed_thousands
2022,Benue,Tarka,1.44,966,69
2022,Benue,Ukum,9.58,815,136
2022,Benue,Ushongo,1.89,878,148
2022,Benue,Vandeikya,9.21,484,84
2022,Borno,Abadam,8,817,51
2022,Borno,Askira/Uba,4.35,670,102
2022,Borno,Bama,7.7,944,58
2022,Borno,Bayo,5.25,718,134
2022,Borno,Biu,4.71,527,166
2022,Borno,Chibok,6.11,881,85
2022,Borno,Damboa,8.89,662,160
2022,Borno,Dikwa,9.03,804,103
2022,Borno,Gubio,3.42,145,70
2022,Borno,Guzamala,9.43,402,198
2022,Borno,Gwoza,1.33,365,140
2022,Borno,Hawul,1.54,108,199
2022,Borno,Jere,6.75,266,83
2022,Borno,Kaga,9.45,571,180
2022,Borno,Kala/Balge,5.87,864,76
2022,Borno,Konduga,6.11,922,131
2022,Borno,Kukawa,4.19,933,101
2022,Borno,Kwaya Kusar,4.46,499,65
2022,Borno,Mafa,8.87,549,185
2022,Borno,Magumeri,4.9,841,100
2022,Borno,Maiduguri,8.61,391,196
2022,Borno,Marte,1.15,313,125
2022,Borno,Mobbar,2,299,176
2022,Borno,Monguno,2.44,560,72
2022,Borno,Ngala,7.53,654,52
2022,Borno,Nganzai,3.63,163,75
2022,Borno,Shani,3.8,671,146
2022,Cross River,Abi,4.38,765,99
2022,Cross River,Akamkpa,5.98,403,130
2022,Cross River,Akpabuyo,7.18,824,160
2022,Cross River,Bakassi,8.93,362,183
2022,Cross River,Bekwara,1.75,134,147
2022,Cross River,Biase,4.44,924,110
2022,Cross River,Boki,4.88,160,173
2022,Cross River,Calabar South,8.88,922,64
2022,Cross River,Calabar-Municipal,3.33,425,179
2022,Cross River,Etung,7.16,850,183
2022,Cross River,Ikom,4.94,398,124
2022,Cross River,Obanliku,5.43,868,116
2022,Cross River,Obubra,6.64,189,196
2022,Cross River,Obudu,4.28,330,146
2022,Cross River,Odukpani,5.92,317,199
2022,Cross River,Ogoja,6.86,116,66
2022,Cross River,Yakurr,3.18,724,83
2022,Cross River,Yala,5.03,692,121
2022,Delta,Aniocha North,3.16,585,191
2022,Delta,Aniocha South,2.59,676,132
2022,Delta,Bomadi,1.84,712,200
2022,Delta,Burutu,1.39,500,83
2022,Delta,Ethiope East,9.94,177,69
2022,Delta,Ethiope West,6.12,259,156
2022,Delta,Ika North East,6.29,904,52
2022,Delta,Ika South,2.65,264,148
2022,Delta,Isoko North,2.68,416,80
2022,Delta,Isoko South,7.62,504,155
2022,Delta,Ndokwa East,7.31,676,184
2022,Delta,Ndokwa West,2.5,230,149
2022,Delta,Okpe,7.16,777,56
2022,Delta,Oshimili North,5.8,514,190
2022,Delta,Oshimili South,8.79,950,67
2022,Delta,Patani,5.95,405,196
2022,Delta,Sapele,9.55,224,160
2022,Delta,Udu,2.12,193,181
2022,Delta,Ughelli North,2.08,194,166
2022,Delta,Ughelli South,9.57,126,195
2022,Delta,Ukwuani,5.68,588,74
2022,Delta,Uvwie,4.78,587,79
2022,Delta,Warri North,2.82,473,132
2022,Delta,Warri South,7.19,514,53
2022,Delta,Warri South West,2.02,378,70
2022,Ebonyi,Abakaliki,5.54,666,121
2022,Ebonyi,Afikpo North,6.76,523,174
2022,Ebonyi,Afikpo South,7.38,803,51
2022,Ebonyi,Ebonyi,8.05,278,78
2022,Ebonyi,Ezza North,6.22,900,200
2022,Ebonyi,Ezza South,3.3,351,186
2022,Ebonyi,Ikwo,8.26,742,176
2022,Ebonyi,Ishielu,7.13,372,104
2022,Ebonyi,Ivo,9.63,215,82
2022,Ebonyi,Izzi,2.62,994,51
2022,Ebonyi,Ohaozara,6.88,346,153
2022,Ebonyi,Ohaukwu,5.93,843,188
2022,Ebonyi,Onicha,2.01,146,186
2022,Edo,Akoko-Edo,6.07,694,71
2022,Edo,Egor,6.02,167,104
2022,Edo,Esan Central,9.18,346,197
2022,Edo,Esan North East,9.96,354,103
2022,Edo,Esan South East,9.05,684,194
2022,Edo,Esan West,7.37,608,79
2022,Edo,Etsako Central,4.8,459,110
2022,Edo,Etsako East,1.09,138,63
2022,Edo,Etsako West,8.78,485,98
2022,Edo,Igueben,1.98,805,153
2022,Edo,Ikpoba-Okha,4.65,571,167
2022,Edo,Oredo,1.8,790,86
2022,Edo,Orhionmwon,5.97,259,71
2022,Edo,Ovia North East,7.88,255,151
2022,Edo,Ovia South West,6.34,123,118
2022,Edo,Owan East,8.37,523,120
2022,Edo,Owan West,7.26,549,199
2022,Edo,Uhunmwonde,9.25,341,138
2022,Ekiti,Ado Ekiti,8.86,960,132
2022,Ekiti,Aiyekire (Gbonyin),9.16,793,128
2022,Ekiti,Efon,2.37,670,71
2022,Ekiti,Ekiti East,1.84,747,66
2022,Ekiti,Ekiti South West,6.46,399,158
2022,Ekiti,Ekiti West,1.86,578,197
2022,Ekiti,Emure,3.09,168,68
2022,Ekiti,Ido-Osi,1,879,152
2022,Ekiti,Ijero,4.37,731,165
2022,Ekiti,Ikere,3.86,881,157
2022,Ekiti,Ikole,3.74,613,177
2022,Ekiti,Ilejemeji,5.89,423,149
2022,Ekiti,Irepodun/Ifelodun,1.85,428,151
2022,Ekiti,Ise/Orun,4.55,911,146
2022,Ekiti,Moba,9.55,748,117
2022,Ekiti,Oye,1.39,696,176
2022,Enugu,Aninri,5.45,513,184
2022,Enugu,Awgu,8.67,177,146
2022,Enugu,Enugu East,2.16,232,138
2022,Enugu,Enugu North,8.86,933,172
2022,Enugu,Enugu South,7.66,412,105
2022,Enugu,Ezeagu,6.53,479,180
2022,Enugu,Igbo-Etiti,1.33,466,177
2022,Enugu,Igbo-Eze North,5.37,904,155
2022,Enugu,Igbo-Eze South,2.81,358,71
2022,Enugu,Isi-Uzo,6.81,358,151
2022,Enugu,Nkanu East,2.58,507,138
2022,Enugu,Nkanu West,5.13,769,146
2022,Enugu,Nsukka,8.69,762,155
2022,Enugu,Oji-River,2.63,481,93
2022,Enugu,Udenu,7.58,923,59
2022,Enugu,Udi,4.9,514,66
2022,Enugu,Uzo-Uwani,5.84,514,79
2022,Federal Capital Territory,Abaji,5.98,368,188
2022,Federal Capital Territory,Abuja Municipal,9.07,925,149
2022,Federal Capital Territory,Bwari,3.65,904,176
2022,Federal Capital Territory,Gwagwalada,5.71,522,159
2022,Federal Capital Territory,Kuje,7.39,696,191
2022,Federal Capital Territory,Kwali,4.45,670,129
2022,Gombe,Akko,9.02,950,63
2022,Gombe,Balanga,5.85,947,96
2022,Gombe,Billiri,5.53,302,126
2022,Gombe,Dukku,9.07,123,124
2022,Gombe,Funakaye,5.16,426,175
2022,Gombe,Gombe,2.67,824,144
2022,Gombe,Kaltungo,9.39,641,195
2022,Gombe,Kwami,5.54,579,191
2022,Gombe,Nafada,3.52,750,83
2022,Gombe,Shomgom,1.7,606,66
2022,Gombe,Yamaltu/Deba,4.4,614,60
2022,Imo,Aboh-Mbaise,3.26,808,56
2022,Imo,Ahiazu-Mbaise,5.02,753,126
2022,Imo,Ehime-Mbano,7.51,445,81
2022,Imo,Ezinihitte,3.8,158,105
2022,Imo,Ideato North,7.2,921,142
2022,Imo,Ideato South,1.98,296,118
2022,Imo,Ihitte/Uboma,6.49,981,145
2022,Imo,Ikeduru,4.88,303,143
2022,Imo,Isiala Mbano,6.43,783,136
2022,Imo,Isu,7.23,153,148
2022,Imo,Mbaitoli,5.07,643,92
2022,Imo,Ngor-Okpala,8.32,395,71
2022,Imo,Njaba,1.49,599,69
2022,Imo,Nkwerre,4.88,897,183
2022,Imo,Nwangele,9.68,838,97
2022,Imo,Obowo,2.97,983,146
2022,Imo,Oguta,6.54,593,167
2022,Imo,Ohaji/Egbema,5.05,468,85
2022,Imo,Okigwe,3.4,295,133
2022,Imo,Orlu,9.14,992,77
2022,Imo,Orsu,3.81,573,176
2022,Imo,Oru East,1.52,970,134
2022,Imo,Oru West,4.82,175,158
2022,Imo,Owerri North,7.36,326,147
2022,Imo,Owerri West,8.93,241,158
2022,Imo,Owerri-Municipal,9.78,278,155
2022,Imo,Unuimo,7.74,321,132
2022,Jigawa,Auyo,6.8,573,59
2022,Jigawa,Babura,5.25,792,57
2022,Jigawa,Biriniwa,3.87,622,143
2022,Jigawa,Birni Kudu,2.18,538,128
2022,Jigawa,Buji,8.69,252,139
2022,Jigawa,Dutse,9.53,436,78
2022,Jigawa,Gagarawa,6.41,199,192
2022,Jigawa,Garki,7.05,262,145
2022,Jigawa,Gumel,2.64,462,136
2022,Jigawa,Guri,1.35,993,174
2022,Jigawa,Gwaram,3.22,375,57
2022,Jigawa,Gwiwa,5.03,509,145
2022,Jigawa,Hadejia,7.24,741,154
2022,Jigawa,Jahun,5.42,641,168
2022,Jigawa,Kafin Hausa,2.6,567,135
2022,Jigawa,Kaugama,2.78,509,139
2022,Jigawa,Kazaure,2.13,802,57
2022,Jigawa,Kiri Kasamma,1.56,747,50
2022,Jigawa,Kiyawa,5.97,465,54
2022,Jigawa,Maigatari,4.77,952,152
2022,Jigawa,Malam Madori,2.92,778,171
2022,Jigawa,Miga,4.47,370,200
2022,Jigawa,Ringim,2.02,633,183
2022,Jigawa,Roni,7.83,125,101
2022,Jigawa,Sule-Tankarkar,3.06,963,127
2022,Jigawa,Taura,1.15,528,55
2022,Jigawa,Yankwashi,5.77,886,96
2022,Kaduna,Birnin-Gwari,3.53,193,110
2022,Kaduna,Chikun,6.96,445,57
2022,Kaduna,Giwa,6.77,608,125
2022,Kaduna,Igabi,6.15,573,181
2022,Kaduna,Ikara,4.57,503,158
2022,Kaduna,Jaba,2.27,568,116
2022,Kaduna,Jema'a,3.92,991,56
2022,Kaduna,Kachia,2.31,690,54
2022,Kaduna,Kaduna North,2.77,483,119
2022,Kaduna,Kaduna South,1.71,399,71
2022,Kaduna,Kagarko,6.43,742,190
2022,Kaduna,Kajuru,8.86,461,199
2022,Kaduna,Kaura,1.12,516,147
2022,Kaduna,Kauru,8.09,327,107
2022,Kaduna,Kubau,3.09,825,154
2022,Kaduna,Kudan,9.53,456,164
2022,Kaduna,Lere,1.35,521,120
2022,Kaduna,Markafi,2.95,326,179
2022,Kaduna,Sabon-Gari,8.34,754,130
2022,Kaduna,Sanga,8.51,950,70
2022,Kaduna,Soba,5.06,773,171
2022,Kaduna,Zango-Kataf,2.94,256,65
2022,Kaduna,Zaria,3.17,783,148
2022,Kano,Ajingi,5.26,348,139
2022,Kano,Albasu,3.22,117,183
2022,Kano,Bagwai,4.39,443,98
2022,Kano,Bebeji,4.46,940,144
2022,Kano,Bichi,1.93,889,74
2022,Kano,Bunkure,2.99,996,157
2022,Kano,Dala,1.23,714,199
2022,Kano,Dambatta,5.5,931,110
2022,Kano,Dawakin Kudu,3.27,596,97
2022,Kano,Dawakin Tofa,5.12,317,131
2022,Kano,Doguwa,3.22,793,68
2022,Kano,Fagge,1.46,160,150
2022,Kano,Gabasawa,2.3,269,51
2022,Kano,Garko,2.15,154,75
2022,Kano,Garum Mallam,6.08,565,175
2022,Kano,Gaya,5.2,337,123
2022,Kano,Gezawa,9.85,630,61
2022,Kano,Gwale,6.38,657,179
2022,Kano,Gwarzo,9.25,425,126
2022,Kano,Kabo,7.84,801,123
2022,Kano,Kano Municipal,8.63,706,177
2022,Kano,Karaye,6.16,173,68
2022,Kano,Kibiya,6.98,529,60
2022,Kano,Kiru,6.38,278,61
2022,Kano,Kumbotso,2.31,675,106
2022,Kano,Kunchi,7.8,399,69
2022,Kano,Kura,5.41,838,167
2022,Kano,Madobi,6.62,198,175
2022,Kano,Makoda,6.05,105,57
2022,Kano,Minjibir,8.95,403,91
2022,Kano,Nasarawa,6.72,700,182
2022,Kano,Rano,2.72,570,139
2022,Kano,Rimin Gado,4.41,371,73
2022,Kano,Rogo,4.42,211,58
2022,Kano,Shanono,9.84,237,191
2022,Kano,Sumaila,7.74,349,152
2022,Kano,Takai,8.07,486,126
2022,Kano,Tarauni,8.13,544,196
2022,Kano,Tofa,3.71,989,111
2022,Kano,Tsanyawa,1.74,765,135
2022,Kano,Tudun Wada,8.56,121,134
2022,Kano,Ungogo,5.13,715,158
2022,Kano,Warawa,4.38,826,62
2022,Kano,Wudil,6.01,657,115
2022,Katsina,Bakori,4,691,119
2022,Katsina,Batagarawa,8.72,296,89
2022,Katsina,Batsari,9.74,303,178
2022,Katsina,Baure,8.24,719,151
2022,Katsina,Bindawa,7.74,575,119
2022,Katsina,Charanchi,2.58,425,82
2022,Katsina,Dan Musa,7.84,236,156
2022,Katsina,Dandume,9.01,447,137
2022,Katsina,Danja,1.98,216,66
2022,Katsina,Daura,8.91,286,192
2022,Katsina,Dutsi,3.76,338,166
2022,Katsina,Dutsin-Ma,6.65,762,179
2022,Katsina,Faskari,8.53,415,102
2022,Katsina,Funtua,8.49,485,95
2022,Katsina,Ingawa,8.96,112,143
2022,Katsina,Jibia,3.45,202,101
2022,Katsina,Kafur,1.9,445,62
2022,Katsina,Kaita,3.23,595,174
2022,Katsina,Kankara,7.86,572,112
2022,Katsina,Kankia,7.13,277,174
2022,Katsina,Katsina,8.74,788,66
2022,Katsina,Kurfi,5.92,268,67
2022,Katsina,Kusada,9.64,859,89
2022,Katsina,Mai'adua,6.41,461,135
2022,Katsina,Malumfashi,1.41,303,84
2022,Katsina,Mani,7.7,177,132
2022,Katsina,Mashi,4.33,838,90
2022,Katsina,Matazu,5.85,733,57
2022,Katsina,Musawa,5,121,149
2022,Katsina,Rimi,7.77,171,151
2022,Katsina,Sabuwa,9.92,359,62
2022,Katsina,Safana,2.39,898,90
2022,Katsina,Sandamu,1.04,591,163
2022,Katsina,Zango,8.57,555,172
2022,Kebbi,Aleiro,1.28,971,189
2022,Kebbi,Arewa-Dandi,3.52,106,113
2022,Kebbi,Argungu,4.05,562,123
2022,Kebbi,Augie,4.58,548,81
2022,Kebbi,Bagudo,1.93,745,143
2022,Kebbi,Birnin Kebbi,3.74,666,117
2022,Kebbi,Bunza,1.3,370,171
2022,Kebbi,Dandi,8.13,608,163
2022,Kebbi,Fakai,9.98,824,165
2022,Kebbi,Gwandu,7.02,199,127
2022,Kebbi,Jega,6.23,700,147
2022,Kebbi,Kalgo,4.44,672,182
2022,Kebbi,Koko/Besse,9,328,133
2022,Kebbi,Maiyama,8.14,254,116
2022,Kebbi,Ngaski,9.98,239,87
2022,Kebbi,Sakaba,8.08,980,170
2022,Kebbi,Shanga,2.29,248,195
2022,Kebbi,Suru,1.42,304,65
2022,Kebbi,Wasagu/Danko,1.31,558,157
2022,Kebbi,Yauri,9.69,1000,188
2022,Kebbi,Zuru,5.01,800,169
2022,Kogi,Adavi,5.52,110,179
2022,Kogi,Ajaokuta,8.58,248,185
2022,Kogi,Ankpa,5.58,868,165
2022,Kogi,Bassa,8.59,638,115
2022,Kogi,Dekina,3.16,919,179
2022,Kogi,Ibaji,3.3,729,165
2022,Kogi,Idah,2.55,586,161
2022,Kogi,Igalamela-Odolu,2.09,306,72
2022,Kogi,Ijumu,2.16,723,148
2022,Kogi,Kabba/Bunu,6.42,204,106
2022,Kogi,Kogi,7.87,466,85
2022,Kogi,Lokoja,5.79,912,89
2022,Kogi,Mopa-Muro,9.36,727,153
2022,Kogi,Ofu,2.37,329,73
2022,Kogi,Ogori/Magongo,3.73,504,119
2022,Kogi,Okehi,1.59,617,121
2022,Kogi,Okene,6.41,412,167
2022,Kogi,Olamabolo,3.32,420,186
2022,Kogi,Omala,5.01,223,55
2022,Kogi,Yagba East,8.88,439,165
2022,Kogi,Yagba West,3.85,723,173
2022,Kwara,Asa,6.41,405,73
2022,Kwara,Baruten,8.29,794,187
2022,Kwara,Edu,3.85,383,110
2022,Kwara,Ekiti,1.46,290,144
2022,Kwara,Ifelodun,8.21,475,120
2022,Kwara,Ilorin East,7.05,622,97
2022,Kwara,Ilorin South,9.33,772,61
2022,Kwara,Ilorin West,4.55,950,157
2022,Kwara,Irepodun,1.04,608,85
2022,Kwara,Isin,1.58,669,193
2022,Kwara,Kaiama,2.12,999,157
2022,Kwara,Moro,9.68,506,71
2022,Kwara,Offa,8.21,529,189
2022,Kwara,Oke-Ero,6.66,636,52
2022,Kwara,Oyun,4.27,422,136
2022,Kwara,Pategi,3.99,908,107
2022,Lagos,Agege,3.23,913,175
2022,Lagos,Ajeromi-Ifelodun,3.55,670,142
2022,Lagos,Alimosho,4.01,807,184
2022,Lagos,Amuwo-Odofin,1.7,809,130
2022,Lagos,Apapa,6.61,975,144
2022,Lagos,Badagry,5.4,589,138
2022,Lagos,Epe,2.51,347,122
2022,Lagos,Eti-Osa,6.07,668,125
2022,Lagos,Ibeju/Lekki,1.58,523,150
2022,Lagos,Ifako-Ijaye,7.18,200,167
2022,Lagos,Ikeja,4.86,727,123
2022,Lagos,Ikorodu,3.32,631,105
2022,Lagos,Kosofe,2.66,409,69
2022,Lagos,Lagos Island,8.96,501,57
2022,Lagos,Lagos Mainland,2.4,507,199
2022,Lagos,Mushin,2.2,807,131
2022,Lagos,Ojo,9.56,469,63
2022,Lagos,Oshodi-Isolo,8.65,157,142
2022,Lagos,Shomolu,4.79,604,156
2022,Lagos,Surulere,4.25,996,183
2022,Nasarawa,Akwanga,5,624,200
2022,Nasarawa,Awe,4.99,215,160
2022,Nasarawa,Doma,3.82,874,122
2022,Nasarawa,Karu,3.42,286,65
2022,Nasarawa,Keana,9.06,632,174
2022,Nasarawa,Keffi,9.05,752,75
2022,Nasarawa,Kokona,5.85,263,148
2022,Nasarawa,Lafia,5.09,255,183
2022,Nasarawa,Nasarawa,3.77,616,152
2022,Nasarawa,Nasarawa-Eggon,6.63,368,163
2022,Nasarawa,Obi,3.21,918,123
2022,Nasarawa,Toto,1.28,666,123
2022,Nasarawa,Wamba,6.92,635,169
2022,Niger,Agaie,9.32,867,182
2022,Niger,Agwara,8.53,803,76
2022,Niger,Bida,7.08,884,184
2022,Niger,Borgu,4.65,319,162
2022,Niger,Bosso,8.3,539,106
2022,Niger,Chanchaga,9.23,625,180
2022,Niger,Edati,8.05,691,158
2022,Niger,Gbako,10,574,53
2022,Niger,Gurara,3.2,195,111
2022,Niger,Katcha,1.53,157,109
2022,Niger,Kontagora,1.8,717,73
2022,Niger,Lapai,1.24,101,126
2022,Niger,Lavun,5.49,247,88
2022,Niger,Magama,4.19,603,120
2022,Niger,Mariga,7.64,878,130
2022,Niger,Mashegu,6.84,609,100
2022,Niger,Mokwa,3.1,152,183
2022,Niger,Muya,5.78,925,189
2022,Niger,Paikoro,4.78,115,142
2022,Niger,Rafi,8.92,924,181
2022,Niger,Rijau,6.56,109,77
2022,Niger,Shiroro,8.49,411,71
2022,Niger,Suleja,6.19,895,120
2022,Niger,Tafa,8.36,930,143
2022,Niger,Wushishi,2.54,440,55
2022,Ogun,Abeokuta North,9.05,933,136
2022,Ogun,Abeokuta South,2.61,849,67
2022,Ogun,Ado-Odo/Ota,8.68,494,162
2022,Ogun,Egbado North,4.63,683,91
2022,Ogun,Egbado South,2.6,436,178
2022,Ogun,Ewekoro,1.88,805,133
2022,Ogun,Ifo,4.05,515,134
2022,Ogun,Ijebu East,8.56,842,139
2022,Ogun,Ijebu North,8.57,543,73
2022,Ogun,Ijebu North East,7.1,597,82
2022,Ogun,Ijebu Ode,2.49,456,120
2022,Ogun,Ikenne,8.12,970,84
2022,Ogun,Imeko-Afon,3.9,848,170
2022,Ogun,Ipokia,3.25,788,83
2022,Ogun,Obafemi-Owode,4.57,262,86
2022,Ogun,Odeda,2.24,793,138
2022,Ogun,Odogbolu,3.85,528,176
2022,Ogun,Ogun waterside,2.69,337,182
2022,Ogun,Remo North,1.03,795,171
2022,Ogun,Shagamu,4.9,734,177
2022,Ondo,Akoko North East,1.29,313,199
2022,Ondo,Akoko North West,4.15,814,132
2022,Ondo,Akoko South East,7.94,919,115
2022,Ondo,Akoko South West,8.27,289,183
2022,Ondo,Akure North,7.76,356,168
2022,Ondo,Akure South,9.15,715,157
2022,Ondo,Ese-Odo,4.76,909,177
2022,Ondo,Idanre,9.35,804,161
2022,Ondo,Ifedore,8.33,666,142
2022,Ondo,Ilaje,5.14,249,139
2022,Ondo,Ile-Oluji-Okeigbo,6.58,987,177
2022,Ondo,Irele,9.94,961,82
2022,Ondo,Odigbo,9.51,859,124
2022,Ondo,Okitipupa,4.88,226,139
2022,Ondo,Ondo East,5.71,819,156
2022,Ondo,Ondo West,8.62,949,76
2022,Ondo,Ose,5.64,707,176
2022,Ondo,Owo,6.52,211,150
2022,Osun,Aiyedade,3.09,646,90
2022,Osun,Aiyedire,4.93,642,59
2022,Osun,Atakumosa East,1.27,911,177
2022,Osun,Atakumosa West,3.38,867,79
2022,Osun,Boluwaduro,4.47,750,56
2022,Osun,Boripe,2.19,288,189
2022,Osun,Ede North,5.56,115,70
2022,Osun,Ede South,9.22,953,152
2022,Osun,Egbedore,3.17,941,118
2022,Osun,Ejigbo,4.13,836,107
2022,Osun,Ife Central,6.4,440,60
2022,Osun,Ife East,3.73,388,104
2022,Osun,Ife North,8.46,330,196
2022,Osun,Ife South,6.8,879,102
2022,Osun,Ifedayo,1.48,856,139
2022,Osun,Ifelodun,9.74,543,56
2022,Osun,Ila,6.43,468,114
2022,Osun,Ilesha East,2.85,418,73
2022,Osun,Ilesha West,4.57,818,51
2022,Osun,Irepodun,1.79,652,129
2022,Osun,Irewole,3.77,174,121
2022,Osun,Isokan,8.05,840,152
2022,Osun,Iwo,1.32,1000,180
2022,Osun,Obokun,4.28,208,68
2022,Osun,Odo-Otin,1.3,917,154
2022,Osun,Ola-oluwa,1.77,810,92
2022,Osun,Olorunda,5.49,207,92
2022,Osun,Oriade,5.98,649,121
2022,Osun,Orolu,5.55,572,130
2022,Osun,Osogbo,5.8,214,67
2022,Oyo,Afijio,4.72,838,54
2022,Oyo,Akinyele,5.78,751,93
2022,Oyo,Atiba,7.69,186,105
2022,Oyo,Atigbo,8.38,818,62
2022,Oyo,Egbeda,2.03,882,123
2022,Oyo,Ibadan North,2.51,276,180
2022,Oyo,Ibadan North East,5.96,883,155
2022,Oyo,Ibadan North West,9.63,451,198
2022,Oyo,Ibadan South East,8.31,758,159
2022,Oyo,Ibadan South West,3.97,141,182
2022,Oyo,Ibarapa Central,7.04,901,140
2022,Oyo,Ibarapa East,2.12,139,87
2022,Oyo,Ibarapa North,5.42,589,142
2022,Oyo,Ido,2.3,228,74
2022,Oyo,Irepo,1.11,728,144
2022,Oyo,Iseyin,4.13,390,159
2022,Oyo,Itesiwaju,1.21,901,139
2022,Oyo,Iwajowa,3.6,861,134
2022,Oyo,Kajola,3.89,200,189
2022,Oyo,Lagelu,2.73,184,155
2022,Oyo,Ogbomosho North,4.86,568,172
2022,Oyo,Ogbomosho South,2.74,715,101
2022,Oyo,Ogo Oluwa,2.01,291,180
2022,Oyo,Olorunsogo,3.49,155,101
2022,Oyo,Oluyole,8.56,474,118
2022,Oyo,Ona-Ara,4.66,434,86
2022,Oyo,Orelope,1.35,321,71
2022,Oyo,Ori Ire,6.67,382,119
2022,Oyo,Oyo East,3.63,108,138
2022,Oyo,Oyo West,9.97,380,127
2022,Oyo,Saki East,3.26,933,197
2022,Oyo,Saki West,8.3,163,89
2022,Oyo,Surulere,7.59,299,114
2022,Plateau,Barikin Ladi,9.62,932,67
2022,Plateau,Bassa,3.29,202,102
2022,Plateau,Bokkos,5.83,697,141
2022,Plateau,Jos East,6.42,829,182
2022,Plateau,Jos North,3.14,599,167
2022,Plateau,Jos South,4.19,495,80
2022,Plateau,Kanam,4.02,300,117
2022,Plateau,Kanke,3.71,919,72
2022,Plateau,Langtang North,8.57,546,120
2022,Plateau,Langtang South,3.65,516,62
2022,Plateau,Mangu,9.14,633,143
2022,Plateau,Mikang,9.82,272,200
2022,Plateau,Pankshin,7.68,323,119
2022,Plateau,Qua'an Pan,7.02,672,180
2022,Plateau,Riyom,6.98,502,70
2022,Plateau,Shendam,2.03,486,153
2022,Plateau,Wase,7.91,272,141
2022,Rivers,Abua/Odual,5.47,683,101
2022,Rivers,Ahoada East,6.38,452,76
2022,Rivers,Ahoada West,2.01,153,193
2022,Rivers,Akuku Toru,7.12,901,78
2022,Rivers,Andoni,3.43,483,125
2022,Rivers,Asari-Toru,1.8,744,128
2022,Rivers,Bonny,4.1,866,150
2022,Rivers,Degema,6.95,170,53
2022,Rivers,Eleme,5.54,504,162
2022,Rivers,Emohua,3.49,674,55
2022,Rivers,Etche,7.32,288,113
2022,Rivers,Gokana,5.93,302,90
2022,Rivers,Ikwerre,9.07,204,119
2022,Rivers,Khana,6.63,913,185
2022,Rivers,Obia/Akpor,7.85,969,174
2022,Rivers,Ogba/Egbema/Ndoni,6.11,629,58
2022,Rivers,Ogu/Bolo,2.93,704,162
2022,Rivers,Okrika,5.8,471,94
2022,Rivers,Omumma,7.32,527,174
2022,Rivers,Opobo/Nkoro,1.98,945,157
2022,Rivers,Oyigbo,3.65,899,184
2022,Rivers,Port-Harcourt,6.81,826,122
2022,Rivers,Tai,2.66,772,104
2022,Sokoto,Binji,8.82,881,162
2022,Sokoto,Bodinga,8.73,571,151
2022,Sokoto,Dange-Shuni,3.11,526,192
2022,Sokoto,Gada,8.72,257,50
2022,Sokoto,Goronyo,1.39,966,83
2022,Sokoto,Gudu,7.64,687,114
2022,Sokoto,Gwadabawa,9.03,659,150
2022,Sokoto,Illela,8.04,237,82
2022,Sokoto,Isa,5.09,238,56
2022,Sokoto,Kebbe,6.09,876,88
2022,Sokoto,Kware,6.37,633,71
2022,Sokoto,Rabah,8.9,602,101
2022,Sokoto,Sabon Birni,4.96,606,185
2022,Sokoto,Shagari,7.63,638,70
2022,Sokoto,Silame,8.48,818,163
2022,Sokoto,Sokoto North,6.49,953,120
2022,Sokoto,Sokoto South,9.8,514,98
2022,Sokoto,Tambuwal,1.7,353,59
2022,Sokoto,Tangaza,7.16,267,93
2022,Sokoto,Tureta,3.21,263,97
2022,Sokoto,Wamako,9.39,696,170
2022,Sokoto,Wurno,7.68,928,169
2022,Sokoto,Yabo,1.83,349,112
2022,Taraba,Ardo-Kola,8.12,853,64
2022,Taraba,Bali,8.4,658,102
2022,Taraba,Donga,6.37,917,75
2022,Taraba,Gashaka,2.97,661,124
2022,Taraba,Gassol,3.11,171,57
2022,Taraba,Ibi,7.07,347,147
2022,Taraba,Jalingo,8.91,622,121
2022,Taraba,Karim-Lamido,1.16,716,134
2022,Taraba,Kurmi,7.57,933,193
2022,Taraba,Lau,1.91,839,189
2022,Taraba,Sardauna,4.34,926,113
2022,Taraba,Takum,8.82,816,126
2022,Taraba,Ussa,7.31,507,54
2022,Taraba,Wukari,6.22,769,192
2022,Taraba,Yorro,1.16,154,144
2022,Taraba,Zing,2.33,273,118
2022,Yobe,Bade,5.29,779,130
2022,Yobe,Bursari,1.45,341,177
2022,Yobe,Damaturu,7.96,461,128
2022,Yobe,Fika,5.49,692,50
2022,Yobe,Fune,7.2,118,134
2022,Yobe,Geidam,5.48,629,193
2022,Yobe,Gujba,1.22,901,60
2022,Yobe,Gulani,6.36,346,147
2022,Yobe,Jakusko,9.94,263,64
2022,Yobe,Karasuwa,9.86,554,101
2022,Yobe,Machina,2.27,524,137
2022,Yobe,Nangere,7.45,994,114
2022,Yobe,Nguru,9.06,538,93
2022,Yobe,Potiskum,2.94,894,181
2022,Yobe,Tarmua,7.93,989,95
2022,Yobe,Yunusari,9.74,834,132
2022,Yobe,Yusufari,8.96,396,55
2022,Zamfara,Anka,9.15,788,193
2022,Zamfara,Bakura,7.33,399,191
2022,Zamfara,Birnin Magaji,1.44,377,107
2022,Zamfara,Bukkuyum,7.88,339,131
2022,Zamfara,Bungudu,9.38,267,176
2022,Zamfara,Gummi,4.2,815,65
2022,Zamfara,Gusau,2.68,839,166
2022,Zamfara,Kaura Namoda,3.08,821,160
