state,lga,year,fvi_score,fvi_category,exposure_index,sensitivity_index,adaptive_capacity_index,annual_rainfall_mm,population_exposed_thousands,area_flooded_km2,economic_loss_million_ngn,flood_events
Jigawa,Kiyawa,2019,5.99,Medium,4.71,6.53,2.53,726,10,16,202.9,3
Jigawa,Kiyawa,2020,6.61,Medium,5.95,7.11,3.06,898,18,18,234.9,2
Jigawa,Kiyawa,2021,6.61,Medium,6.68,6.19,2.68,776,12,20,247.8,1
Jigawa,Kiyawa,2022,6.12,Medium,6.01,6.01,3.46,849,9,33,440.7,1
Jigawa,Kiyawa,2023,6.05,Medium,6.0,6.11,3.97,856,11,21,276.5,3
Jigawa,Kiyawa,2024,5.78,Medium,6.04,5.39,3.94,948,13,36,453.2,2
Jigawa,Maigatari,2018,6.34,Medium,4.79,7.37,2.63,842,17,16,197.1,2
Jigawa,Maigatari,2019,6.87,High,6.7,6.63,2.29,776,13,27,340.3,2
Jigawa,Maigatari,2020,6.35,Medium,5.33,7.41,3.75,702,8,28,364.2,2
Jigawa,Maigatari,2021,6.43,Medium,7.07,5.4,2.8,763,13,29,378.7,2
Jigawa,Maigatari,2022,5.59,Medium,5.51,5.49,4.03,908,13,31,390.9,1
Jigawa,Maigatari,2023,6.91,High,6.24,7.46,2.86,971,14,31,376.3,2
Jigawa,Maigatari,2024,6.39,Medium,6.15,6.3,2.96,779,10,22,287.1,1
Jigawa,Malam Madori,2018,6.14,Medium,6.36,5.7,3.44,833,20,22,267.3,3
Jigawa,Malam Madori,2019,6.91,High,6.82,6.75,2.58,679,17,23,302.8,3
Jigawa,Malam Madori,2020,6.71,High,6.72,6.82,3.55,879,20,29,374.2,1
Jigawa,Malam Madori,2021,6.45,Medium,6.22,6.2,2.59,910,21,22,273.0,1
Jigawa,Malam Madori,2022,5.99,Medium,5.68,5.92,3.25,961,13,33,400.6,2
Jigawa,Malam Madori,2023,6.32,Medium,5.63,6.83,3.3,974,9,16,194.8,2
Jigawa,Malam Madori,2024,6.84,High,6.55,7.0,2.9,982,14,35,462.8,3
Jigawa,Miga,2018,6.18,Medium,6.19,5.63,2.74,883,16,20,262.8,3
Jigawa,Miga,2019,5.98,Medium,5.54,5.73,2.66,915,11,18,240.5,1
Jigawa,Miga,2020,6.11,Medium,5.09,6.92,3.49,804,13,22,269.3,3
Jigawa,Miga,2021,5.83,Medium,5.86,5.14,2.86,708,23,12,147.2,1
Jigawa,Miga,2022,5.97,Medium,6.06,5.19,2.64,855,17,21,257.8,1
Jigawa,Miga,2023,7.08,High,7.26,7.61,4.33,957,23,20,258.4,1
Jigawa,Miga,2024,6.52,Medium,6.29,6.61,3.19,856,25,16,194.1,2
Jigawa,Ringim,2018,6.32,Medium,6.23,5.87,2.63,845,16,16,195.2,1
Jigawa,Ringim,2019,6.37,Medium,6.14,6.84,4.11,771,10,24,318.8,3
Jigawa,Ringim,2020,6.31,Medium,5.29,7.04,3.11,893,15,14,172.5,2
Jigawa,Ringim,2021,7.1,High,7.13,7.31,3.38,849,14,17,210.5,3
Jigawa,Ringim,2022,7.23,High,7.18,7.49,3.17,811,11,31,411.7,2
Jigawa,Ringim,2023,6.07,Medium,5.62,6.44,3.75,946,20,19,241.6,1
Jigawa,Ringim,2024,6.21,Medium,5.36,6.58,2.83,959,10,35,436.8,2
Jigawa,Roni,2018,6.19,Medium,5.56,6.99,4.16,736,20,11,141.2,3
Jigawa,Roni,2019,6.21,Medium,5.3,6.95,3.43,681,17,11,139.8,3
Jigawa,Roni,2020,6.93,High,6.79,7.34,3.64,733,23,12,147.7,1
Jigawa,Roni,2021,6.28,Medium,6.21,6.3,3.63,873,16,28,354.1,2
Jigawa,Roni,2022,6.53,Medium,6.78,6.67,4.24,823,9,13,162.2,2
Jigawa,Roni,2023,6.45,Medium,6.65,5.98,2.99,959,11,28,353.5,2
Jigawa,Roni,2024,6.19,Medium,6.01,6.1,3.25,934,21,33,426.2,2
Jigawa,Sule Tankarkar,2018,6.2,Medium,6.01,5.91,2.85,779,21,13,172.2,2
Jigawa,Sule Tankarkar,2019,6.42,Medium,6.84,6.08,3.73,768,21,26,321.6,1
Jigawa,Sule Tankarkar,2020,6.16,Medium,6.97,5.15,3.42,869,13,12,147.1,1
Jigawa,Sule Tankarkar,2021,5.79,Medium,5.42,5.69,3.27,706,23,29,386.0,1
Jigawa,Sule Tankarkar,2022,5.89,Medium,4.97,6.25,2.97,865,18,16,204.8,1
Jigawa,Sule Tankarkar,2023,5.78,Medium,5.13,6.09,3.54,829,16,30,383.5,2
Jigawa,Sule Tankarkar,2024,5.69,Medium,5.2,6.0,3.98,979,20,14,178.6,3
Jigawa,Taura,2018,5.55,Medium,4.71,5.73,3.11,816,21,22,290.5,3
Jigawa,Taura,2019,5.88,Medium,5.53,5.34,2.34,905,14,26,318.8,2
Jigawa,Taura,2020,6.46,Medium,5.78,7.28,3.83,928,11,28,370.8,3
Jigawa,Taura,2021,5.86,Medium,5.35,6.2,3.82,807,8,14,180.9,3
Jigawa,Taura,2022,5.64,Medium,5.2,5.58,3.38,884,16,20,264.7,3
Jigawa,Taura,2023,6.58,Medium,5.81,7.48,3.66,954,25,17,214.6,2
Jigawa,Taura,2024,6.55,Medium,6.31,6.67,3.22,857,17,14,183.1,3
Jigawa,Yankwashi,2018,5.31,Medium,4.66,5.42,3.59,763,11,23,282.3,1
Jigawa,Yankwashi,2019,6.1,Medium,4.72,7.39,3.73,686,8,14,187.2,3
Jigawa,Yankwashi,2020,6.16,Medium,5.29,7.14,4.04,879,14,13,172.8,2
Jigawa,Yankwashi,2021,6.3,Medium,5.71,6.36,2.64,792,21,16,210.1,1
Jigawa,Yankwashi,2022,6.5,Medium,5.31,7.28,2.69,944,17,22,268.6,3
Jigawa,Yankwashi,2023,7.17,High,7.05,7.46,3.18,789,19,12,147.8,1
Jigawa,Yankwashi,2024,6.78,High,7.18,6.82,4.11,822,15,14,178.9,1
Kaduna,Birnin Gwari,2018,5.27,Medium,4.35,6.64,5.64,1027,23,31,388.4,2
Kaduna,Birnin Gwari,2019,5.03,Medium,4.46,5.38,4.52,1215,32,26,330.0,1
Kaduna,Birnin Gwari,2020,6.15,Medium,6.58,5.92,4.23,1275,14,29,366.8,2
Kaduna,Birnin Gwari,2021,5.93,Medium,5.55,6.52,4.49,1270,16,22,284.4,3
Kaduna,Birnin Gwari,2022,5.11,Medium,4.73,5.64,5.19,1028,28,29,358.1,1
Kaduna,Birnin Gwari,2023,5.5,Medium,4.67,7.15,6.11,1314,22,30,398.3,3
Kaduna,Birnin Gwari,2024,5.72,Medium,6.75,5.4,5.7,1115,21,36,472.8,2
Kaduna,Chikun,2018,6.02,Medium,6.07,6.18,4.41,1224,25,20,258.1,2
Kaduna,Chikun,2019,5.31,Medium,5.17,5.14,4.06,973,13,30,397.0,1
Kaduna,Chikun,2020,5.03,Medium,4.45,5.51,4.74,1285,16,14,186.2,1
Kaduna,Chikun,2021,5.12,Medium,5.27,5.55,6.05,1288,30,37,455.2,3
Kaduna,Chikun,2022,5.69,Medium,6.43,5.37,5.13,1281,13,29,356.8,1
Kaduna,Chikun,2023,5.99,Medium,5.38,6.86,4.51,1100,18,24,314.7,3
Kaduna,Chikun,2024,5.49,Medium,6.21,5.32,5.62,1053,14,28,371.7,3
Kaduna,Giwa,2018,5.96,Medium,5.41,6.55,4.1,1202,22,33,406.6,3
Kaduna,Giwa,2019,5.43,Medium,4.76,6.16,4.72,950,17,17,223.5,2
Kaduna,Giwa,2020,5.44,Medium,4.59,7.02,6.01,1111,29,33,439.8,3
Kaduna,Giwa,2021,6.06,Medium,6.75,6.31,5.83,1298,29,29,381.1,1
Kaduna,Giwa,2022,4.94,Medium,5.01,5.34,5.98,1293,18,22,272.3,3
Kaduna,Giwa,2023,5.73,Medium,5.08,7.28,6.09,1031,19,18,218.3,2
Kaduna,Giwa,2024,5.35,Medium,5.94,5.16,5.44,1230,24,39,500.5,2
Kaduna,Igabi,2018,5.67,Medium,6.28,5.46,5.11,1098,19,26,334.2,2
Kaduna,Igabi,2019,5.74,Medium,5.62,6.56,5.65,987,30,27,335.5,2
Kaduna,Igabi,2020,6.3,Medium,6.77,6.76,5.56,1125,33,27,337.1,2
Kaduna,Igabi,2021,5.12,Medium,4.92,4.94,4.14,1211,17,30,369.3,1
Kaduna,Igabi,2022,5.7,Medium,5.27,6.64,5.28,1209,30,35,456.2,2
Kaduna,Igabi,2023,6.57,Medium,6.73,7.29,5.17,1257,31,38,500.0,1
Kaduna,Igabi,2024,6.42,Medium,6.86,7.15,5.9,1071,24,44,570.6,1
Kaduna,Ikara,2018,5.39,Medium,5.28,5.26,4.1,1111,11,33,434.4,1
Kaduna,Ikara,2019,4.96,Medium,4.94,4.97,5.05,1091,21,37,491.6,1
Kaduna,Ikara,2020,6.11,Medium,6.08,6.69,4.98,1270,22,18,239.7,2
Kaduna,Ikara,2021,6.09,Medium,6.17,7.06,6.02,1112,30,35,463.5,3
Kaduna,Ikara,2022,5.74,Medium,5.51,6.66,5.64,1118,26,31,402.5,2
Kaduna,Ikara,2023,5.2,Medium,4.73,5.43,4.3,1186,28,35,430.5,2
Kaduna,Ikara,2024,5.33,Medium,4.75,6.44,5.73,1156,27,41,539.6,1
Kaduna,Jaba,2018,4.51,Medium,4.38,4.67,5.51,1049,15,19,231.3,1
Kaduna,Jaba,2019,5.19,Medium,4.39,5.88,4.57,1226,23,16,194.8,1
Kaduna,Jaba,2020,5.31,Medium,6.2,4.74,5.31,1117,33,18,227.6,2
Kaduna,Jaba,2021,5.94,Medium,5.73,6.9,5.55,1175,13,34,415.2,2
Kaduna,Jaba,2022,4.75,Medium,4.85,4.95,5.85,1325,22,44,542.7,3
Kaduna,Jaba,2023,6.01,Medium,6.0,6.22,4.42,1060,25,17,206.4,1
Kaduna,Jaba,2024,6.36,Medium,7.02,6.45,5.17,1246,21,37,482.8,2
Kaduna,Jema'a,2018,5.42,Medium,5.16,5.89,5.02,1169,21,26,321.9,1
Kaduna,Jema'a,2019,5.36,Medium,5.85,4.75,4.42,1264,12,27,343.6,3
Kaduna,Jema'a,2020,5.66,Medium,4.58,6.63,4.11,965,17,24,295.8,1
Kaduna,Jema'a,2021,4.96,Medium,4.83,5.01,4.86,1289,19,23,297.5,1
Kaduna,Jema'a,2022,4.8,Medium,4.63,5.05,5.38,1037,28,35,434.9,2
Kaduna,Jema'a,2023,5.3,Medium,6.32,4.91,5.97,1113,35,34,414.8,2
Kaduna,Jema'a,2024,5.7,Medium,4.93,7.11,5.57,1056,24,38,494.9,3
Kaduna,Kachia,2018,5.83,Medium,5.16,6.92,5.0,1223,26,13,162.1,3
Kaduna,Kachia,2019,5.8,Medium,6.26,6.24,6.02,974,22,13,161.7,3
Kaduna,Kachia,2020,6.24,Medium,6.16,6.95,5.0,1166,23,16,213.1,1
Kaduna,Kachia,2021,6.16,Medium,6.81,6.26,5.35,1105,20,39,513.3,2
Kaduna,Kachia,2022,4.98,Medium,4.78,4.93,4.5,1062,17,41,531.3,2
Kaduna,Kachia,2023,5.76,Medium,4.9,6.7,4.37,1338,15,35,454.6,3
Kaduna,Kachia,2024,5.39,Medium,4.93,6.32,5.58,1193,17,22,268.2,1
Kaduna,Kaduna North,2018,5.48,Medium,4.54,6.31,4.28,1129,27,35,433.4,1
Kaduna,Kaduna North,2019,5.25,Medium,5.14,5.38,4.77,969,26,15,187.5,3
Kaduna,Kaduna North,2020,5.3,Medium,5.26,5.68,5.36,1098,31,21,257.8,1
Kaduna,Kaduna North,2021,6.07,Medium,6.7,5.6,4.24,1078,26,40,511.6,3
Kaduna,Kaduna North,2022,6.53,Medium,6.8,6.83,4.62,1226,17,20,243.2,2
Kaduna,Kaduna North,2023,5.51,Medium,5.57,5.86,5.3,1050,31,24,314.0,1
Kaduna,Kaduna North,2024,5.15,Medium,4.84,5.86,5.66,1099,14,26,321.2,3
Kaduna,Kaduna South,2018,5.01,Medium,4.94,5.08,4.99,1031,20,15,193.7,1
Kaduna,Kaduna South,2019,5.46,Medium,6.16,5.43,5.91,969,15,33,411.5,2
Kaduna,Kaduna South,2020,5.58,Medium,5.24,6.44,5.44,1234,32,34,424.2,2
Kaduna,Kaduna South,2021,6.09,Medium,6.5,6.33,5.19,1138,24,32,409.8,3
Kaduna,Kaduna South,2022,5.96,Medium,6.93,5.58,5.25,1081,29,16,206.7,1
Kaduna,Kaduna South,2023,6.12,Medium,6.93,5.48,4.21,1059,25,19,232.9,2
Kaduna,Kaduna South,2024,6.47,Medium,6.38,7.09,4.58,1335,37,18,228.7,2
Kaduna,Kagarko,2018,5.91,Medium,6.45,5.58,4.51,1118,11,24,314.3,3
Kaduna,Kagarko,2019,5.47,Medium,6.34,4.66,4.63,1117,15,14,171.1,3
Kaduna,Kagarko,2020,6.27,Medium,6.43,6.67,4.86,1180,25,34,442.0,2
Kaduna,Kagarko,2021,5.98,Medium,5.33,7.11,5.0,1313,15,14,174.9,2
Kaduna,Kagarko,2022,5.71,Medium,5.05,7.26,6.04,1106,30,21,261.9,2
Kaduna,Kagarko,2023,5.32,Medium,5.24,5.75,5.39,1093,27,27,357.5,3
Kaduna,Kagarko,2024,5.41,Medium,5.72,5.57,5.56,1216,13,42,512.3,1
Kaduna,Kajuru,2018,5.89,Medium,5.69,6.96,5.86,991,16,31,413.2,2
Kaduna,Kajuru,2019,6.02,Medium,6.55,5.55,4.08,1069,14,37,470.6,2
Kaduna,Kajuru,2020,5.65,Medium,4.78,6.57,4.44,1130,31,36,455.7,1
Kaduna,Kajuru,2021,5.7,Medium,6.5,5.23,4.97,1068,30,20,250.2,2
Kaduna,Kajuru,2022,5.05,Medium,4.62,5.45,4.88,1189,27,22,294.2,1
Kaduna,Kajuru,2023,5.47,Medium,5.98,5.3,5.22,1276,18,22,279.0,1
Kaduna,Kajuru,2024,5.73,Medium,4.75,7.37,5.59,1098,25,21,277.2,1
Kaduna,Kaura,2018,5.89,Medium,6.03,6.43,5.5,996,24,27,346.1,1
Kaduna,Kaura,2019,5.38,Medium,4.51,6.58,5.28,1117,11,29,373.5,1
Kaduna,Kaura,2020,5.65,Medium,6.67,4.77,4.65,1119,12,35,458.6,2
Kaduna,Kaura,2021,6.32,Medium,6.6,6.97,5.55,1068,21,23,293.8,2
Kaduna,Kaura,2022,6.05,Medium,7.04,5.37,4.55,1080,26,30,385.1,3
Kaduna,Kaura,2023,4.96,Medium,5.45,4.95,6.0,1339,15,19,231.9,2
Kaduna,Kaura,2024,4.97,Medium,4.84,4.98,4.78,1096,25,18,219.1,3
Kaduna,Kauru,2018,5.18,Medium,5.21,5.26,5.02,1193,11,13,160.5,3
Kaduna,Kauru,2019,5.39,Medium,6.72,4.76,6.01,1049,25,21,280.0,1
Kaduna,Kauru,2020,5.4,Medium,5.98,5.41,5.79,1251,28,37,458.8,3
Kaduna,Kauru,2021,5.07,Medium,4.77,5.53,5.26,1172,14,30,387.8,3
Kaduna,Kauru,2022,5.78,Medium,5.52,6.13,4.42,1314,15,36,451.8,2
Kaduna,Kauru,2023,5.44,Medium,5.28,6.0,5.36,1254,36,24,306.0,1
Kaduna,Kauru,2024,5.85,Medium,6.34,6.13,5.73,1337,15,46,597.0,3
Kaduna,Kubau,2018,6.04,Medium,5.8,6.76,4.95,1011,16,23,302.9,3
Kaduna,Kubau,2019,5.5,Medium,6.23,5.17,5.32,1238,13,35,437.6,3
Kaduna,Kubau,2020,6.46,Medium,6.78,7.0,5.24,1215,25,29,384.5,2
Kaduna,Kubau,2021,6.27,Medium,6.38,6.43,4.28,1103,27,29,385.9,2
Kaduna,Kubau,2022,6.1,Medium,5.52,7.27,5.05,1086,27,29,364.7,3
Kaduna,Kubau,2023,6.03,Medium,6.85,6.04,5.6,1063,22,27,347.7,2
Kaduna,Kubau,2024,5.87,Medium,5.3,7.24,5.73,1205,26,17,210.0,1
Kaduna,Kudan,2018,5.77,Medium,5.89,6.26,5.47,966,18,15,189.2,1
Kaduna,Kudan,2019,5.55,Medium,5.23,6.64,6.02,1062,15,29,373.3,1
Kaduna,Kudan,2020,6.06,Medium,6.39,6.21,4.9,1276,15,38,475.7,3
Kaduna,Kudan,2021,5.01,Medium,5.68,4.86,6.03,1201,22,38,487.1,1
Kaduna,Kudan,2022,4.86,Medium,4.8,5.26,5.83,1286,31,32,427.5,2
Kaduna,Kudan,2023,6.43,Medium,6.95,6.47,4.7,1068,28,22,272.5,1
Kaduna,Kudan,2024,5.96,Medium,6.84,5.45,4.77,1198,35,42,519.7,1
Kaduna,Lere,2018,5.86,Medium,5.86,6.14,4.68,1173,25,25,333.1,1
Kaduna,Lere,2019,6.48,Medium,6.78,6.78,4.7,1161,17,28,346.3,3
Kaduna,Lere,2020,5.26,Medium,4.59,5.95,4.78,973,14,15,184.1,1
Kaduna,Lere,2021,5.87,Medium,6.49,5.36,4.34,1024,23,26,330.6,3
Kaduna,Lere,2022,5.52,Medium,4.8,6.45,4.93,1100,26,34,453.4,2
Kaduna,Lere,2023,5.92,Medium,5.17,6.82,4.41,1308,28,34,436.8,1
Kaduna,Lere,2024,5.83,Medium,6.48,5.88,5.55,1043,18,19,247.1,2
Kaduna,Makarfi,2018,5.35,Medium,4.83,6.39,5.66,1235,25,24,300.7,2
Kaduna,Makarfi,2019,5.89,Medium,5.53,6.59,4.75,1017,14,28,344.1,2
Kaduna,Makarfi,2020,5.06,Medium,4.84,5.14,4.64,1169,12,34,449.7,3
Kaduna,Makarfi,2021,5.97,Medium,6.24,6.74,6.11,1123,16,41,515.2,2
Kaduna,Makarfi,2022,6.14,Medium,6.77,6.17,5.17,1245,21,21,261.2,1
Kaduna,Makarfi,2023,5.96,Medium,5.93,6.3,4.64,1047,18,40,511.0,1
Kaduna,Makarfi,2024,5.07,Medium,5.23,5.53,6.2,1159,30,37,453.9,1
Kaduna,Sabon Gari,2018,5.41,Medium,5.39,5.79,5.28,1022,11,27,353.5,3
Kaduna,Sabon Gari,2019,5.71,Medium,5.58,6.62,5.84,1062,11,28,365.1,2
Kaduna,Sabon Gari,2020,5.11,Medium,4.94,5.79,5.92,1147,11,38,486.7,3
Kaduna,Sabon Gari,2021,5.59,Medium,5.36,6.13,5.03,1309,26,35,460.9,3
Kaduna,Sabon Gari,2022,5.79,Medium,5.29,6.52,4.67,1323,17,37,465.9,3
Kaduna,Sabon Gari,2023,5.22,Medium,5.34,5.15,4.88,1356,17,16,202.5,1
Kaduna,Sabon Gari,2024,6.22,Medium,6.13,6.62,4.41,1204,27,24,308.8,3
Kaduna,Sanga,2018,5.54,Medium,6.66,5.13,5.85,1073,22,15,191.0,2
Kaduna,Sanga,2019,5.67,Medium,6.66,5.46,5.88,1142,23,35,444.5,1
Kaduna,Sanga,2020,5.71,Medium,6.67,5.28,5.35,962,28,35,449.7,3
Kaduna,Sanga,2021,5.61,Medium,5.4,5.89,4.55,1207,34,42,524.2,3
Kaduna,Sanga,2022,6.44,Medium,5.97,7.23,4.18,1289,21,25,322.3,2
Kaduna,Sanga,2023,5.82,Medium,6.64,5.8,5.78,1029,26,21,279.0,1
Kaduna,Sanga,2024,5.82,Medium,6.24,6.09,5.54,1241,35,23,302.0,1
Kaduna,Soba,2018,5.92,Medium,6.5,5.51,4.43,1234,11,27,346.1,3
Kaduna,Soba,2019,5.32,Medium,6.12,4.93,5.52,1045,32,27,343.7,1
Kaduna,Soba,2020,5.7,Medium,5.36,6.09,4.41,1176,30,15,194.8,3
Kaduna,Soba,2021,5.61,Medium,6.58,4.78,4.65,1094,18,28,370.6,2
Kaduna,Soba,2022,6.27,Medium,6.83,6.54,5.41,1147,21,37,460.6,3
Kaduna,Soba,2023,6.13,Medium,6.83,6.15,5.33,1023,17,33,407.9,2
Kaduna,Soba,2024,5.37,Medium,4.8,6.7,6.16,1330,17,37,474.4,3
Kaduna,Zangon Kataf,2018,6.04,Medium,6.64,5.89,4.87,946,27,34,450.6,2
Kaduna,Zangon Kataf,2019,5.54,Medium,4.84,6.56,5.1,1149,31,19,243.9,2
Kaduna,Zangon Kataf,2020,5.43,Medium,4.78,6.61,5.65,1236,32,17,225.4,2
Kaduna,Zangon Kataf,2021,5.38,Medium,5.87,5.55,5.95,999,29,14,180.4,1
Kaduna,Zangon Kataf,2022,5.77,Medium,5.22,6.37,4.35,1050,29,21,280.2,1
Kaduna,Zangon Kataf,2023,6.05,Medium,6.56,6.59,6.06,1186,24,21,263.4,3
Kaduna,Zangon Kataf,2024,5.93,Medium,5.82,6.99,5.95,1341,17,16,208.8,1
Kaduna,Zaria,2018,4.94,Medium,4.3,6.01,5.92,1218,30,17,216.2,3
Kaduna,Zaria,2019,5.87,Medium,5.91,5.84,4.15,1036,30,26,344.8,3
Kaduna,Zaria,2020,5.06,Medium,5.82,4.68,5.7,968,33,27,327.6,2
Kaduna,Zaria,2021,6.3,Medium,6.79,6.07,4.22,1277,17,34,442.0,3
Kaduna,Zaria,2022,5.35,Medium,5.3,5.4,4.66,1148,20,22,273.8,1
Kaduna,Zaria,2023,6.18,Medium,6.87,5.78,4.38,1135,16,17,218.6,2
Kaduna,Zaria,2024,5.98,Medium,5.84,6.6,5.0,1046,23,32,394.2,3
Kano,Ajingi,2018,5.1,Medium,4.03,6.33,5.21,837,7,7,85.9,2
Kano,Ajingi,2019,5.41,Medium,5.1,6.33,5.79,806,8,7,88.9,2
Kano,Ajingi,2020,5.79,Medium,6.61,5.82,5.88,975,18,12,146.6,1
Kano,Ajingi,2021,4.81,Medium,4.57,4.88,4.86,917,8,15,193.1,1
Kano,Ajingi,2022,5.55,Medium,5.18,6.98,6.58,946,18,13,160.0,3
Kano,Ajingi,2023,4.52,Medium,4.68,4.8,6.34,847,13,11,141.5,3
Kano,Ajingi,2024,6.06,Medium,6.91,6.44,6.4,952,10,8,100.8,2
Kano,Albasu,2018,4.92,Medium,4.16,5.67,5.05,704,10,15,194.3,1
Kano,Albasu,2019,5.61,Medium,5.77,5.63,4.74,719,16,10,121.7,2
Kano,Albasu,2020,5.02,Medium,4.43,5.68,5.14,947,11,10,129.8,2
Kano,Albasu,2021,5.38,Medium,6.23,5.07,5.68,882,18,18,234.8,2
Kano,Albasu,2022,5.19,Medium,4.87,6.24,6.29,1011,14,13,161.5,3
Kano,Albasu,2023,5.28,Medium,5.09,5.7,5.15,807,22,19,250.5,3
Kano,Albasu,2024,4.81,Medium,4.82,5.56,6.68,858,14,14,173.8,1
Kano,Bagwai,2018,5.77,Medium,5.89,6.36,5.64,878,15,7,93.4,2
Kano,Bagwai,2019,5.37,Medium,5.33,5.5,4.8,871,10,17,208.4,3
Kano,Bagwai,2020,5.95,Medium,6.57,5.81,5.03,859,10,14,173.3,1
Kano,Bagwai,2021,5.87,Medium,5.97,6.64,5.89,941,17,10,128.5,3
Kano,Bagwai,2022,5.87,Medium,5.65,6.46,4.85,893,20,15,197.8,2
Kano,Bagwai,2023,6.23,Medium,6.79,6.24,4.93,811,17,9,119.4,3
Kano,Bagwai,2024,5.79,Medium,5.82,6.55,5.82,1025,20,9,109.1,1
Kano,Bebeji,2018,5.24,Medium,5.86,5.36,6.23,837,15,13,172.3,3
Kano,Bebeji,2019,5.41,Medium,6.45,4.55,4.93,752,7,15,193.1,1
Kano,Bebeji,2020,4.7,Medium,4.34,4.81,4.82,795,7,6,73.5,1
Kano,Bebeji,2021,5.34,Medium,6.25,4.73,5.25,961,7,12,156.2,2
Kano,Bebeji,2022,5.58,Medium,5.37,6.0,4.83,902,16,12,148.9,3
Kano,Bebeji,2023,5.18,Medium,4.43,6.85,6.68,862,12,11,139.4,3
Kano,Bebeji,2024,5.46,Medium,6.1,5.56,6.04,949,12,21,259.5,2
Kano,Bichi,2018,5.11,Medium,5.3,4.93,4.9,925,12,11,142.2,1
Kano,Bichi,2019,5.45,Medium,5.33,6.55,6.51,840,8,7,86.3,3
Kano,Bichi,2020,5.13,Medium,5.64,5.03,5.69,875,16,16,200.9,1
Kano,Bichi,2021,5.3,Medium,6.47,4.79,6.01,814,15,16,209.2,1
Kano,Bichi,2022,5.01,Medium,5.18,4.72,4.74,1016,15,17,214.7,3
Kano,Bichi,2023,5.32,Medium,5.76,5.07,5.1,1019,20,16,199.8,2
Kano,Bichi,2024,5.91,Medium,5.78,7.01,6.06,885,16,18,218.9,3
Kano,Bunkure,2018,5.2,Medium,5.79,4.47,4.54,714,14,11,145.4,1
Kano,Bunkure,2019,4.74,Medium,4.99,4.65,5.6,887,8,11,140.2,2
Kano,Bunkure,2020,5.25,Medium,4.15,6.66,5.35,814,9,11,138.2,1
Kano,Bunkure,2021,4.75,Medium,4.95,4.93,6.02,933,14,8,104.0,1
Kano,Bunkure,2022,5.52,Medium,6.45,5.5,6.3,787,16,12,147.3,1
Kano,Bunkure,2023,6.08,Medium,5.84,6.79,4.86,784,14,14,178.1,3
Kano,Bunkure,2024,5.3,Medium,5.05,5.69,4.98,1006,10,14,170.7,1
Kano,Dala,2018,4.92,Medium,5.12,4.68,5.03,842,13,16,205.6,1
Kano,Dala,2019,5.33,Medium,6.48,4.69,5.69,739,11,15,190.9,3
Kano,Dala,2020,5.83,Medium,5.44,6.79,5.3,961,10,13,163.1,1
Kano,Dala,2021,5.67,Medium,6.11,5.41,4.67,957,14,18,223.6,3
Kano,Dala,2022,5.91,Medium,5.97,6.91,6.21,869,10,17,219.0,1
Kano,Dala,2023,4.69,Medium,4.77,4.57,5.2,978,8,7,92.3,1
Kano,Dala,2024,4.75,Medium,5.14,4.82,6.19,948,22,17,213.5,1
Kano,Dambatta,2018,5.05,Medium,4.22,6.41,6.03,822,15,8,103.6,1
Kano,Dambatta,2019,5.85,Medium,6.48,5.5,4.71,961,19,9,118.3,3
Kano,Dambatta,2020,4.68,Medium,4.96,4.66,5.84,862,8,13,169.0,2
Kano,Dambatta,2021,6.0,Medium,6.65,6.07,5.43,865,11,14,175.0,1
Kano,Dambatta,2022,5.52,Medium,5.61,5.8,5.23,997,19,13,169.0,1
Kano,Dambatta,2023,5.79,Medium,5.79,6.81,6.26,783,13,7,86.6,2
Kano,Dambatta,2024,4.59,Medium,4.74,4.7,5.93,943,14,8,104.3,1
Kano,Dawakin Kudu,2018,5.68,Medium,5.71,6.63,6.25,710,11,16,198.7,3
Kano,Dawakin Kudu,2019,5.32,Medium,4.21,6.5,4.85,745,18,17,218.5,1
Kano,Dawakin Kudu,2020,4.56,Medium,4.4,4.49,5.01,778,10,15,190.0,3
Kano,Dawakin Kudu,2021,5.02,Medium,4.92,5.61,5.95,973,21,7,92.5,3
Kano,Dawakin Kudu,2022,4.98,Medium,5.31,4.88,5.48,799,12,17,206.4,1
Kano,Dawakin Kudu,2023,4.99,Medium,5.8,4.62,5.89,818,20,16,203.5,1
Kano,Dawakin Kudu,2024,5.38,Medium,4.7,6.56,5.63,840,10,16,198.0,3
Kano,Dawakin Tofa,2018,5.16,Medium,4.5,6.15,5.48,726,13,10,127.8,2
Kano,Dawakin Tofa,2019,5.48,Medium,4.93,6.62,5.68,847,9,17,223.8,3
Kano,Dawakin Tofa,2020,5.49,Medium,6.45,5.07,5.61,873,9,18,231.6,1
Kano,Dawakin Tofa,2021,5.52,Medium,4.57,6.62,4.77,870,9,16,203.0,2
Kano,Dawakin Tofa,2022,5.46,Medium,6.17,4.88,4.81,1001,16,9,117.1,1
Kano,Dawakin Tofa,2023,5.1,Medium,5.42,4.78,4.91,804,12,13,169.8,1
Kano,Dawakin Tofa,2024,5.57,Medium,4.93,6.9,5.79,786,19,12,149.2,3
Kano,Doguwa,2018,4.76,Medium,4.35,5.63,6.15,883,17,13,171.2,3
Kano,Doguwa,2019,5.36,Medium,6.22,5.32,6.3,730,9,13,158.2,3
Kano,Doguwa,2020,4.81,Medium,4.28,5.98,6.49,952,20,6,73.3,1
