year,place,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2021,Lantewa,Tarmua,Yobe,6.94,1436,0.887
2021,Lapai,Lapai,Niger,3.94,117,0.874
2021,Lau,Lau,Taraba,9.4,1998,0.799
2021,Lema,Arewa-Dandi,Kebbi,6.17,551,0.642
2021,LERE,Tafawa-Balewa,Bauchi,7.77,1344,0.599
2021,Letugbene,Ekeremor,Bayelsa,9.6,346,0.885
2021,Libba,Maiyama,Kebbi,2.53,1555,0.854
2021,Limanti,Mafa,Borno,9.68,1219,0.951
2021,Little Gombi,Gombi,Adamawa,3.7,1322,0.759
2021,Ljaiye,Itesiwaju,Oyo,8.23,1719,0.897
2021,LOGOMANI,Ngala,Borno,2.4,790,0.841
2021,LOKOJA,Lokoja,Kogi,5.38,1044,0.795
2021,Lollo,Bagudo,Kebbi,9.6,667,0.896
2021,Madalla,Suleja,Niger,8.34,109,0.842
2021,Madara,Katagum,Bauchi,6.49,1091,0.645
2021,Mafa,Mafa,Borno,9.96,1581,0.742
2021,Magami,Gusau,Zamfara,9.68,1881,0.882
2021,Magumeri,Magumeri,Borno,9.11,1864,0.957
2021,Mahuta,Fakai,Kebbi,7.45,1809,0.746
2021,Mai Gora,Faskari,Katsina,9.06,1829,0.999
2021,MAIDUGURI,Maiduguri,Borno,1.94,610,0.631
2021,Maigatari,Maigatari,Jigawa,3.11,1199,0.715
2021,Maiha,Maiha,Adamawa,4.02,1214,0.956
2021,Maimadi,Alkaleri,Bauchi,1.28,179,0.847
2021,Mainok,Kaga,Borno,7.71,1922,0.732
2021,Maiyema,Maiyama,Kebbi,2.18,1832,0.756
2021,MAKURDI,Makurdi,Benue,7.27,319,0.518
2021,Mala,Gassol,Taraba,7.55,1061,0.66
2021,Malissa,Gwandu,Kebbi,2.7,712,0.509
2021,Mallamji,Tureta,Sokoto,7.19,726,0.931
2021,Malum Maja,Dikwa,Borno,2.66,661,0.516
2021,Malumfashi,Malumfashi,Katsina,5.31,1531,0.971
2021,Mamu,Ijebu North,Ogun,6.28,1144,0.758
2021,Manegi,Mashegu,Niger,2.3,1453,0.654
2021,Mani,Mani,Katsina,7.53,964,0.686
2021,Manmagi,Gbako,Niger,2.36,555,0.768
2021,Manu,Tangaza,Sokoto,9.39,104,0.95
2021,Maradun,Maradun,Zamfara,5.05,1116,0.841
2021,Marafa,Fakai,Kebbi,8.36,918,0.609
2021,Mararaba,Donga,Taraba,3.4,255,0.926
2021,Marguba,Kaga,Borno,4.24,777,0.603
2021,Marnona,Wurno,Sokoto,9.7,723,0.711
2021,Marte,Marte,Borno,9.08,1435,0.805
2021,Masba,Konduga,Borno,7.14,162,0.545
2021,Mashe,Edu,Kwara,1.59,1619,0.832
2021,Matani,Toto,Nasarawa,8.56,1649,0.877
2021,Matari,Soba,Kaduna,6.05,148,0.953
2021,Mato,Shendam,Plateau,9.75,1532,0.729
2021,Matsena,Machina,Yobe,2.97,242,0.889
2021,Mayaki,Lapai,Niger,1.59,980,0.58
2021,Mayo Faran,Mayo-Belwa,Adamawa,4.09,1714,0.811
2021,Mayo Lope,Demsa,Adamawa,7.52,126,0.874
2021,Mayo Ndaga,Sardauna,Taraba,6.2,1932,0.754
2021,Mbara,Vandeikya,Benue,1.74,1222,0.749
2021,Meko,Imeko-Afon,Ogun,9.97,287,0.601
2021,Meori,Yusufari,Yobe,2.56,1917,0.801
2021,MINNA,Chanchaga,Niger,2.82,1928,1
2021,Miringa,Biu,Borno,10,1539,0.778
2021,Misau,Misau,Bauchi,6.72,393,0.921
2021,Miya,Ganjuwa,Bauchi,7.09,802,0.555
2021,Mogo,Agwara,Niger,7.77,1153,0.59
2021,MOKWA,Mokwa,Niger,9.43,1803,0.559
2021,Monguno,Monguno,Borno,6.41,560,0.899
2021,Moniya,Akinyele,Oyo,9.07,820,0.946
2021,Monkin,Zing,Taraba,8.62,1497,0.869
2021,Mopa,Mopa-Muro,Kogi,4.38,633,0.741
2021,Moriki,Zurmi,Zamfara,7.72,597,0.599
2021,Moroa,Akwanga,Nasarawa,7.23,1930,0.747
2021,Mosalachi,Mokwa,Niger,3.57,1705,0.592
2021,Moshi,Kaiama,Kwara,5.22,537,0.746
2021,Mubi,Mubi South,Adamawa,4.32,1655,0.773
2021,Muduru,Mani,Katsina,5.77,610,0.815
2021,Mule,Mashegu,Niger,8.34,421,0.761
2021,Mulgai,Damboa,Borno,5.82,500,0.564
2021,Mungadi,Maiyama,Kebbi,5.02,1414,0.991
2021,Murba,Damaturu,Yobe,2.18,343,0.668
2021,Muri,Karim-Lamido,Taraba,7.47,1752,0.942
2021,Musawa,Musawa,Katsina,6.1,878,0.51
2021,Mutum Biyu,Gassol,Taraba,5.73,1052,0.542
2021,Mutumji,Maru,Zamfara,4.01,462,0.752
2021,Muya,Birnin-Gwari,Kaduna,5.05,1878,0.752
2021,NAFADA,Nafada,Gombe,1.86,1014,0.516
2021,Namu,Qua'an Pan,Plateau,7.27,631,0.513
2021,Nasarawa,Shanga,Kebbi,6.2,313,0.64
2021,Nasarawa,Bukkuyum,Zamfara,7.56,1471,0.522
2021,NASARAWA,Nasarawa,Nasarawa,9.54,342,0.731
2021,Ndashe,Lapai,Niger,8.46,556,0.679
2021,Ngamdu,Kaga,Borno,6.51,210,0.656
2021,Ngelewa,Marte,Borno,6.38,1211,0.643
2021,Ngurore,Yola South,Adamawa,2.54,950,0.922
2021,NGURU,Nguru,Yobe,7.7,415,0.771
2021,Nikrowa,Ovia South West,Edo,4.55,1933,0.655
2021,Ningi,Ningi,Bauchi,1.46,874,0.72
2021,Nsukka,Nsukka,Enugu,7.83,1757,0.681
2021,Nugmagi,Lapai,Niger,9.22,625,0.736
2021,Nugurosoye,Bama,Borno,4.74,914,0.82
2021,Numan,Numan,Adamawa,3.62,865,0.569
2021,Obi,Obi,Nasarawa,9.21,647,0.987
2021,Obudu,Obudu,Cross River,4.48,1402,0.624
2021,Odenyi,Bassa,Kogi,6.14,894,0.546
2021,Odo-Ogun,Oyo West,Oyo,2.71,1236,0.99
2021,OFFA,Offa,Kwara,7.99,1822,0.569
2021,OGBOMOSHO,Ogbomosho North,Oyo,9.22,1096,0.838
2021,Ogboro,Saki East,Oyo,5.01,325,0.685
2021,Ogidigbe,Warri South West,Delta,4.16,933,0.828
2021,OGOJA,Ogoja,Cross River,2.03,448,0.5
2021,Ogunbayo,Ifelodun,Kwara,2.63,1014,0.84
2021,Oji River Settlement,Oji-River,Enugu,1.91,1436,0.883
2021,Okarki,Ahoada West,Rivers,7.46,377,0.944
2021,Oke Igbira,Ikole,Ekiti,7.24,696,0.988
2021,OKE-IHO,Kajola,Oyo,6.06,1483,0.771
2021,Oke-Ile,Iwajowa,Oyo,7.76,355,0.742
2021,Okeluse,Ovia North East,Edo,7.42,1019,0.683
2021,Oke-Mesi,Ekiti West,Ekiti,5.2,531,0.55
2021,OKENE,Adavi,Kogi,7.6,1269,0.948
2021,Okha,Ovia South West,Edo,4.31,1276,0.924
2021,Okigwi,Okigwe,Imo,3.29,1368,0.99
2021,Okitipupa,Okitipupa,Ondo,8.12,1919,0.626
2021,Okolushe-Egboro,Pategi,Kwara,4.48,651,0.899
2021,Okpari,Ughelli South,Delta,3.31,1313,0.971
2021,Okpiniama,Ogbia,Bayelsa,5.46,1621,0.508
2021,Okum Alfa,Eti-Osa,Lagos,1.02,768,0.502
2021,Okumbiri,Brass,Bayelsa,9.32,1704,0.944
2021,Okuta,Baruten,Kwara,2.51,459,0.659
2021,Okwele,Unuimo,Imo,7.34,452,0.929
2021,Ola,Abeokuta North,Ogun,8.91,1370,0.751
2021,Olojudro,Oluyole,Oyo,6.82,1092,0.829
2021,Olugo,Ankpa,Kogi,3.55,335,0.751
2021,Omolomo,Warri North,Delta,8.33,1063,0.548
2021,Omu-Aran,Irepodun,Kwara,1.14,775,0.901
2021,Omuo,Ekiti East,Ekiti,4.76,1141,0.889
2021,ONDO,Ondo West,Ondo,4.83,1556,0.966
2021,ONITSHA,Onitsha North,Anambra,5.79,1795,0.617
2021,Ora,Ovia North East,Edo,8.78,422,0.831
2021,Orah,Ovia South West,Edo,7.28,616,0.722
2021,Ore,Odigbo,Ondo,9.16,1782,0.615
2021,Oro,Irepodun,Kwara,5.75,1951,0.714
2021,Orogun,Ndokwa West,Delta,4.44,382,1
2021,Oron,Oron,Akwa Ibom,7.66,549,0.771
2021,Oru,Ijebu North,Ogun,5.13,122,0.916
2021,Osenseni,Kogi,Kogi,1.59,398,0.971
2021,OSHOGBO,Osogbo,Osun,6.57,1405,0.513
2021,Osi,Ekiti,Kwara,9.39,1982,0.875
2021,Otuan,Southern Ijaw,Bayelsa,7.86,1579,0.997
2021,Otun,Moba,Ekiti,2.14,1099,0.819
2021,Oturkpo,Oturkpo,Benue,2.65,1509,0.585
2021,Oviri,Okpe,Delta,4.23,512,0.989
2021,Owerri,Owerri-Municipal,Imo,2.89,1097,0.813
2021,OWO,Owo,Ondo,9.21,996,0.625
2021,OYO,Oyo East,Oyo,7.38,423,0.904
2021,Pai,Wushishi,Niger,7.48,1872,0.527
2021,Paiko,Paikoro,Niger,9.71,178,0.89
2021,Pambeguwa,Kubau,Kaduna,7.89,323,0.537
2021,Pandam,Karu,Nasarawa,7.48,1276,0.854
2021,Pandogari,Rafi,Niger,7.08,531,0.512
2021,PANKSHIN,Pankshin,Plateau,4.84,1961,0.984
2021,Panyam,Mangu,Plateau,4.64,1434,0.943
2021,Papalanto,Ewekoro,Ogun,3.25,1342,0.866
2021,Pari,Kajuru,Kaduna,9.76,1886,0.802
2021,Pate,Abaji,Federal Capital Territory,9.58,1960,0.832
2021,Pategi,Pategi,Kwara,5.55,614,0.72
2021,Pinau,Wase,Plateau,2.87,1739,0.595
2021,Pizhi,Lavun,Niger,1.11,838,0.665
2021,PORT HARCOURT,Port-Harcourt,Rivers,6.47,137,0.532
2021,POTISKUM,Potiskum,Yobe,5.24,1549,0.977
2021,Pupanyunyu,Askira/Uba,Borno,8.87,1989,0.879
2021,Putuk,Alkaleri,Bauchi,2.64,323,0.783
2021,Rafin Dinga,Ningi,Bauchi,6.91,1491,0.781
2021,Rafin Tsaka,Arewa-Dandi,Kebbi,3.19,1068,0.6
2021,Rahama,Lere,Kaduna,9.77,969,0.618
2021,RAKA,Gwadabawa,Sokoto,5.16,1180,0.569
2021,Randeggi,Birnin-Gwari,Kaduna,1.85,1768,0.722
2021,Rano,Rano,Kano,2.1,669,0.938
2021,Rauta,Bauchi,Bauchi,6.97,1129,0.547
2021,Rijau,Rijau,Niger,1.98,942,0.884
2021,RINGIM,Ringim,Jigawa,5.8,1824,0.894
2021,Rinjim Mukur,Toro,Bauchi,9.17,640,0.744
2021,Ruan Badu,Maradun,Zamfara,1.66,1747,0.531
2021,Rurum,Rano,Kano,7.83,1079,0.972
2021,Rusu,Gusau,Zamfara,4.74,674,0.58
2021,Ruwan Doruwa,Bungudu,Zamfara,7.14,158,0.583
2021,Ruwan Jema,Bukkuyum,Zamfara,1.37,1772,0.663
2021,Sabon Birni,Igabi,Kaduna,3.3,718,0.899
2021,Sabon Gari,Toro,Bauchi,5.52,1363,0.973
2021,Sabon Gari,Darazo,Bauchi,2.79,1644,0.897
2021,Sabon Gari,Koko/Besse,Kebbi,5.98,412,0.9
2021,Sabon Gida,Borgu,Niger,9.66,319,0.658
2021,Sade,Darazo,Bauchi,5.27,1451,0.684
2021,Saforogbon,Ese-Odo,Ondo,7.09,596,0.791
2021,Sainyinan Daji,Tambuwal,Sokoto,5.1,1590,0.883
2021,Sakaba,Sakaba,Kebbi,3.14,693,0.752
2021,Sakke,Wasagu/Danko,Kebbi,9.36,1574,0.592
2021,Sakwabe,Arewa-Dandi,Kebbi,9.03,1757,0.897
2021,Salka,Magama,Niger,6.62,304,0.879
2021,Samamiya,Gwaram,Jigawa,6.44,1305,0.883
2021,Samia,Bagudo,Kebbi,8.92,372,0.948
2021,Sanbi,Bagudo,Kebbi,1.82,1904,0.51
2021,Sansanne,Gassol,Taraba,5.64,1697,0.625
2021,Sanusi,Odeda,Ogun,2.06,1716,0.669
2021,SAPELE,Sapele,Delta,9.58,1234,0.918
2021,SARKIN PAWA,Muya,Niger,9.49,491,0.742
2021,Sauri,Tsafe,Zamfara,3.03,414,0.781
2021,Sendirdi,Gassol,Taraba,7.69,1834,0.913
2021,Serti,Gashaka,Taraba,9.82,318,0.97
2021,Shagamu,Shagamu,Ogun,7.69,1666,0.645
2021,SHAKI,Saki West,Oyo,9.17,746,0.815
2021,Shamaki,Ningi,Bauchi,2.43,1537,0.685
2021,Shani,Shani,Borno,3.92,1345,0.719
2021,Shanono,Shanono,Kano,4.86,1935,0.53
2021,Share,Ifelodun,Kwara,1.18,440,0.764
2021,Shemankar,Shendam,Plateau,5.74,1201,0.558
2021,Shendam,Shendam,Plateau,8.5,861,0.976
2021,Shika,Mokwa,Niger,5.17,1015,0.921
2021,Shinaka,Goronyo,Sokoto,3.76,672,0.701
2021,Shiwun,Obafemi-Owode,Ogun,1.66,243,0.648
2021,Shomulekiri,Kabba/Bunu,Kogi,4.31,260,0.512
2021,Shonga,Edu,Kwara,3.61,469,0.805
2021,Siluko,Ovia South West,Edo,5.69,1677,0.53
2021,Sitti,Sumaila,Kano,1.66,1842,0.988
2021,Soba,Soba,Kaduna,2.27,1486,0.757
2021,Sofo-Birnin-Gwari,Birnin-Gwari,Kaduna,7.53,605,0.954
2021,Sogaga,Kubau,Kaduna,2.23,659,0.732
2021,SOKOTO,Sokoto South,Sokoto,7.04,1657,0.506
2021,Song,Song,Adamawa,6.74,1843,0.567
2021,Sugu,Ganye,Adamawa,3.41,1523,0.708
2021,Sumaila,Sumaila,Kano,3.92,112,0.775
2021,Suntai,Bali,Taraba,2.72,1416,0.994
2021,Suru,Suru,Kebbi,8.22,1357,0.965
2021,Suya,Baruten,Kwara,6.77,772,0.89
2021,Swate,Borgu,Niger,2.62,302,0.528
2021,Tafawa Balewa,Tafawa-Balewa,Bauchi,2.75,1691,0.997
2021,Takai,Takai,Kano,2.88,628,0.551
2021,Taki,Kabba/Bunu,Kogi,6.8,746,0.869
2021,TAKUM,Takum,Taraba,8.51,873,0.765
2021,Takura,Kwali,Federal Capital Territory,1.19,1306,0.789
2021,Takuti,Lapai,Niger,8.73,1073,0.825
2021,Talata Mafara,Talata Mafara,Zamfara,8.94,704,0.529
2021,Tando,Abaji,Federal Capital Territory,3.67,702,0.876
2021,Tapa,Ibarapa North,Oyo,4.8,268,0.71
2021,Tapkin Fuss,Gudu,Sokoto,6.72,609,0.636
2021,Taramal,Alkaleri,Bauchi,2.88,1019,0.841
2021,Tegina,Rafi,Niger,4.75,1832,0.754
2021,Tepe,Fufore,Adamawa,2.52,992,0.635
2021,Tilli,Bunza,Kebbi,8.33,329,0.988
2021,Tongo,Funakaye,Gombe,8.73,1341,0.723
2021,Tor Donga,Katsina-Ala,Benue,3.67,992,0.607
2021,Toto,Toto,Nasarawa,1.34,1506,0.703
2021,Toungo,Toungo,Adamawa,6.79,1948,0.511
2021,Tsamiya,Tureta,Sokoto,8.06,1502,0.795
2021,Tsanni,Batagarawa,Katsina,9.49,986,0.907
2021,Tswafu,Mashegu,Niger,5.89,944,0.784
2021,Tudun Quardo,Chikun,Kaduna,7.39,562,0.942
2021,Tudun Wada,Tudun Wada,Kano,1,1219,0.705
2021,Tukudawa,Isa,Sokoto,5.5,761,0.77
2021,Tundun Sakwa,Chikun,Kaduna,5.05,1039,0.631
2021,Tunga Laila,Shanga,Kebbi,2.31,1540,0.655
2021,Tungan Gimba,Lafia,Nasarawa,8.41,983,0.781
2021,Udubo,Gamawa,Bauchi,4.55,1577,0.703
2021,Ugbenu,Ethiope West,Delta,2.95,952,0.644
2021,Ugep,Yakurr,Cross River,5.17,1825,0.671
2021,Ugumji,Ganjuwa,Bauchi,7.41,724,0.759
2021,Uke,Karu,Nasarawa,6.56,956,0.846
2021,Ukehe,Igbo-Etiti,Enugu,1.78,1413,0.816
2021,Ulmiri,Yusufari,Yobe,2.55,1167,0.804
2021,Umuahia,Umuahia North,Abia,8.1,1370,0.859
2021,Umunede,Ika North East,Delta,7.67,1762,0.876
2021,Ungwan Zakara,Birnin-Gwari,Kaduna,9.7,1398,0.766
2021,Ungwar Amere,Jema'a,Kaduna,7.49,351,0.708
2021,Unkwoi,Mariga,Niger,9.22,770,0.852
2021,UROMI,Esan North East,Edo,3.55,865,0.811
2021,Uvbe,Uhunmwonde,Edo,8.56,958,0.849
2021,Uyanga Okpo Usun,Akamkpa,Cross River,2.26,1515,0.838
2021,Uyo,Uyo,Akwa Ibom,3.03,143,0.512
2021,Uzawo,Mariga,Niger,3.79,657,0.623
2021,Wamdewo,Askira/Uba,Borno,1.89,464,0.749
2021,Wamuri,Konduga,Borno,7.01,1424,0.841
2021,Warari,Rijau,Niger,4.96,644,0.885
2021,WARRI,Warri South,Delta,6.52,1714,0.931
2021,Waru,Abuja Municipal,Federal Capital Territory,9.03,523,0.855
2021,Wasagu,Wasagu/Danko,Kebbi,7.25,789,0.965
2021,WAWA,Borgu,Niger,9.21,940,0.96
2021,Waya,Kwande,Benue,5.95,1257,0.749
2021,Worumokato,Kaiama,Kwara,1.71,1033,0.987
2021,Wudil,Wudil,Kano,7.5,1232,0.845
2021,WUKARI,Wukari,Taraba,9.49,798,0.634
2021,Wurianka,Shelleng,Adamawa,9.35,1368,0.598
2021,Wurio,Gassol,Taraba,2,640,0.861
2021,Wurno,Wurno,Sokoto,8.38,1881,0.892
2021,Wuro Yolde,Fufore,Adamawa,1.3,1180,0.52
2021,WUYA,Mokwa,Niger,4.81,284,0.585
2021,Wuyo,Bayo,Borno,2.41,370,0.564
2021,Yajiwa,Konduga,Borno,7.91,243,0.535
2021,Yako,Kiru,Kano,4.39,617,0.967
2021,Yalowo,Idanre,Ondo,7.38,943,0.536
2021,Yan Tumaki,Dan Musa,Katsina,7.75,676,0.582
2021,Yango,Talata Mafara,Zamfara,1.12,176,0.987
2021,Yashikera,Baruten,Kwara,2.06,1277,0.679
2021,Yasku,Magumeri,Borno,1.33,1305,0.638
2021,Yekami,Ife South,Osun,8.04,139,0.617
2021,Yenagoa,Yenegoa,Bayelsa,5.35,396,0.964
2021,Yola,Yola North,Adamawa,4.78,1426,0.631
2021,Yusufari,Yusufari,Yobe,3.12,717,0.688
2021,Zaki Biam,Ukum,Benue,9.82,1328,0.987
2021,Zari,Mobbar,Borno,5.58,1126,0.567
2021,ZARIA,Zaria,Kaduna,8.01,712,0.881
2021,Zeddi,Jakusko,Yobe,4.87,559,0.826
2021,Zenabi,Doguwa,Kano,1.84,1654,0.663
2021,Zhiru,Karim-Lamido,Taraba,6.43,1558,0.78
2021,Zindiwa,Gamawa,Bauchi,2.09,1693,0.661
2021,Zogodo,Tarmua,Yobe,1.04,1226,0.605
2021,Zongon Daji,Adavi,Kogi,3.46,453,0.914
2021,Zugurma,Mashegu,Niger,9.42,266,0.622
2021,ZUNGERU,Wushishi,Niger,7.91,501,0.596
2021,Zurak,Wase,Plateau,6.05,1518,0.947
2021,Zurmi,Zurmi,Zamfara,2.55,604,0.544
2021,Zuru,Zuru,Kebbi,7.57,1124,0.776
2022,ABA,Aba South,Abia,2.62,1226,0.827
2022,Abakaliki,Ebonyi,Ebonyi,4.6,863,0.661
2022,Abaragba,Ikom,Cross River,1.22,1387,0.817
2022,ABEOKUTA,Abeokuta South,Ogun,2.36,1561,0.81
2022,Abong,Kurmi,Taraba,5.62,725,0.69
2022,ABUJA,Abuja Municipal,Federal Capital Territory,1.15,495,0.922
2022,Addo,Iseyin,Oyo,7.93,779,0.731
2022,Adebka,Bukkuyum,Zamfara,6.72,1378,0.727
2022,Ado,Ado-Odo/Ota,Ogun,4.84,491,0.644
2022,Ado-Ekiti,Ado Ekiti,Ekiti,2.1,1251,0.656
2022,Afikpo,Afikpo North,Ebonyi,7.39,836,0.804
2022,Agam,Kajuru,Kaduna,3.14,1998,0.584
2022,Agbado,Aiyekire (Gbonyin),Ekiti,4.17,1036,0.769
2022,Agbor,Ika South,Delta,9.22,1184,0.704
2022,Ageri,Odeda,Ogun,2.45,1737,0.794
2022,Aggi,Ekeremor,Bayelsa,3.24,958,0.817
2022,Agholopke,Okpe,Delta,5.98,550,0.676
2022,Ago Amadu,Saki East,Oyo,7.42,1451,0.552
2022,Ago-Owu,Aiyedade,Osun,3.45,1195,0.764
2022,Agunrege,Atigbo,Oyo,3.8,1661,1
2022,Aiyetoro,Egbado North,Ogun,5.65,1678,0.682
2022,Ajapa,Ese-Odo,Ondo,1.98,1843,0.679
2022,AJASSE IPO,Irepodun,Kwara,7.71,724,0.681
2022,Ajebo,Obafemi-Owode,Ogun,5.01,900,0.502
2022,Akerre,Wushishi,Niger,5.4,462,0.687
2022,Akowe,Afijio,Oyo,8.18,1440,0.959
2022,Akungba,Akoko South West,Ondo,7.07,1880,0.773
2022,Akure,Akure South,Ondo,1.19,614,0.61
2022,Akwana,Logo,Benue,1.05,1235,0.708
2022,Akwanga,Akwanga,Nasarawa,8.64,1437,0.925
2022,Alagarno,Fune,Yobe,8.07,170,0.504
2022,Alakuka,Ijebu East,Ogun,9.22,1617,0.595
2022,Alawa,Shiroro,Niger,4.57,556,0.662
2022,Alkalere,Alkaleri,Bauchi,7.64,556,0.873
2022,Alla Soka,Imeko-Afon,Ogun,9.6,1043,0.84
2022,Amaku,Nasarawa,Nasarawa,1.05,1360,0.749
2022,Amper,Kanke,Plateau,1.43,457,0.881
2022,Andaha,Akwanga,Nasarawa,6.63,935,0.849
2022,Anderai,Maiyama,Kebbi,7.15,1198,0.598
2022,Anka,Anka,Zamfara,4.06,249,0.738
2022,Ankpa,Ankpa,Kogi,9.15,281,0.891
2022,Apawa,Yorro,Taraba,1.57,1468,0.831
2022,Apoi,Southern Ijaw,Bayelsa,3.52,721,0.533
2022,Araromi,Moro,Kwara,1.26,1787,0.689
2022,Arege,Abadam,Borno,6.01,1653,0.755
2022,Argungu,Argungu,Kebbi,4.81,1468,0.709
2022,ASABA,Oshimili South,Delta,2.42,597,0.614
2022,Askira,Askira/Uba,Borno,5.97,1448,0.594
2022,Atijere,Ilaje,Ondo,9.78,1821,0.749
2022,Atsuku,Kurmi,Taraba,5.9,661,0.685
2022,Atuma,Giwa,Kaduna,1.5,1329,0.844
2022,Auchi,Etsako West,Edo,6.56,1186,0.913
2022,Augi,Augie,Kebbi,7.48,585,0.648
2022,Auna,Magama,Niger,7.51,1757,0.648
2022,Auno,Konduga,Borno,7.97,983,0.593
2022,Awe,Awe,Nasarawa,3.3,1426,0.89
2022,Awgu,Awgu,Enugu,2.88,1236,0.517
2022,Awja Awdaw,Egbado North,Ogun,5.23,1247,0.656
2022,Awka,Awka South,Anambra,8.43,651,0.521
2022,Ayale,Dekina,Kogi,6.26,314,0.804
2022,Ayangba,Dekina,Kogi,8.11,107,0.651
2022,Ayere,Ijumu,Kogi,3.66,1184,0.795
2022,Azare,Katagum,Bauchi,1.04,1363,0.713
2022,Babampa,Tsafe,Zamfara,7.46,220,0.554
2022,Babana,Borgu,Niger,3.56,1417,0.718
2022,Babura,Babura,Jigawa,2.33,1169,0.694
2022,BADAGRI,Badagry,Lagos,4.35,1475,0.639
2022,Badir,Chibok,Borno,7.4,1114,0.825
2022,Badu,Guzamala,Borno,2.69,796,0.91
2022,Baga,Kukawa,Borno,6,1184,0.729
2022,Bagega,Anka,Zamfara,5.69,788,0.961
2022,Bagizza,Arewa-Dandi,Kebbi,3.36,942,0.827
2022,Bajida,Fakai,Kebbi,9.22,1070,0.693
2022,Bakara,Nasarawa,Nasarawa,3.81,1943,0.919
2022,Bakoreji,Alkaleri,Bauchi,6.41,1376,0.547
2022,Bakori,Bakori,Katsina,4.48,702,0.522
2022,Bakundi,Bali,Taraba,1.38,1764,0.669
2022,BAMA,Bama,Borno,9.66,1501,0.939
2022,Bamgi,Gudu,Sokoto,1.95,1855,0.886
2022,Bandegi,Gbako,Niger,7,270,0.787
2022,Bani,Bagudo,Kebbi,8.45,749,0.63
2022,Bansara,Ogoja,Cross River,3.68,355,0.946
2022,Bara,Kirfi,Bauchi,2.68,652,0.676
2022,Barakin Ladi,Barikin Ladi,Plateau,2.77,552,0.876
2022,Barasa,Fufore,Adamawa,1.7,832,0.852
2022,Baro,Agaie,Niger,3.03,170,0.557
2022,Bashar,Wase,Plateau,3.17,714,0.906
2022,BAUCHI,Bauchi,Bauchi,8.78,135,0.678
2022,Baure,Baure,Katsina,7.8,324,0.665
2022,Bear Town,Warri North,Delta,1.86,517,0.938
2022,Bebeji,Bebeji,Kano,1.65,283,0.628
2022,Bele,Bagudo,Kebbi,4.43,1479,0.874
2022,Beli,Bali,Taraba,6.17,764,0.818
2022,Bena,Wasagu/Danko,Kebbi,1.1,1896,0.905
2022,Beni,Kirfi,Bauchi,9.59,167,0.719
2022,Beni,Muya,Niger,1.94,346,0.934
2022,BENIN CITY,Oredo,Edo,8.41,1181,0.866
2022,Besse,Koko/Besse,Kebbi,1.74,1421,0.868
2022,Bichi,Bichi,Kano,7.71,439,0.797
2022,Bida,Monguno,Borno,1.3,1544,0.89
2022,BIDA,Bida,Niger,7.11,1657,0.67
2022,Bilachi,Fufore,Adamawa,6.26,1422,0.629
2022,BIN YAURI,Ngaski,Kebbi,3.59,246,0.613
2022,Bingi,Bungudu,Zamfara,6.2,1395,0.571
2022,Birnin Bako,Sumaila,Kano,7.91,1635,0.5
2022,Birnin Gwari,Birnin-Gwari,Kaduna,6.48,1914,0.591
2022,Birnin Kebbi,Birnin Kebbi,Kebbi,1.56,1494,0.913
2022,Birnin Kudu,Birni Kudu,Jigawa,5.74,1577,0.711
2022,Birnin Tudu,Gummi,Zamfara,7.46,115,0.844
2022,Birniwa,Biriniwa,Jigawa,3.67,415,0.515
2022,Birri,Nafada,Gombe,2.39,362,0.737
2022,Bissaula,Kurmi,Taraba,2.67,631,0.606
2022,BIU,Biu,Borno,3.16,1535,0.851
2022,Biusare,Gulani,Yobe,3.23,1367,0.818
2022,Bobi,Mariga,Niger,3.48,599,0.842
2022,Boju Ega,Oturkpo,Benue,6.52,327,0.568
2022,Bokanj,Mokwa,Niger,5.58,698,0.507
2022,Bokkos,Bokkos,Plateau,1.42,1919,0.834
2022,Bopo,Apa,Benue,3.55,1767,0.518
2022,Bornu Kiji,Fune,Yobe,9.52,1846,0.773
2022,Budo-Ago,Itesiwaju,Oyo,4.37,313,0.773
2022,Buga,Toto,Nasarawa,9.38,125,0.976
2022,Bui,Arewa-Dandi,Kebbi,5.41,1139,0.964
2022,BUKURU,Jos South,Plateau,2.52,1011,0.965
2022,Bulabulin,Guzamala,Borno,4.58,417,0.857
2022,Bulangu,Kafin Hausa,Jigawa,5.4,566,0.526
2022,Bulkachuwa,Katagum,Bauchi,3.1,168,0.806
2022,Bulofa,Agaie,Niger,5.06,1863,0.638
2022,Buluk Buluk,Yunusari,Yobe,3.22,105,0.973
2022,Buma,Hawul,Borno,2.49,175,0.772
2022,Bundi,Gubio,Borno,2.04,839,0.628
2022,Bungudu,Bungudu,Zamfara,6.53,1215,0.736
2022,Buni,Gujba,Yobe,6.9,919,0.729
2022,Bunkari,Binji,Sokoto,6.37,1143,0.774
2022,Buratai,Biu,Borno,4.19,1190,0.753
2022,Burji,Doguwa,Kano,2.1,904,0.657
2022,Buruku,Chikun,Kaduna,1.54,1709,0.725
2022,Burumburum,Tudun Wada,Kano,6.69,364,0.784
2022,BURUTU,Burutu,Delta,8.54,1522,0.749
2022,Buya,Bagudo,Kebbi,6.75,170,0.938
2022,CALABAR,Calabar South,Cross River,2.35,203,0.937
2022,Charati,Lavun,Niger,9.48,488,0.578
2022,Cheranchi,Charanchi,Katsina,2.41,1608,0.641
